"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","gain","loss","mag","con","retend"
"200002",38,1,2,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",39,1,4,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",40,1,3,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",41,2,3,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",42,2,3,NA,FALSE,83,1,-25,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",43,2,1,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",44,2,2,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",45,2,3,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",46,2,1,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",47,2,2,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",48,2,1,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",49,2,3,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",50,2,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",51,2,2,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",52,2,3,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",53,2,2,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",54,2,1,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",55,2,3,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",56,2,2,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",57,2,2,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",58,2,3,NA,FALSE,83,1,-25,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",59,2,4,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",60,2,3,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",61,3,1,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",62,3,2,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",63,3,2,NA,FALSE,83,1,-1150,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",64,3,1,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",65,3,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",66,3,4,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",67,3,1,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",68,3,2,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",69,3,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",70,3,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",71,3,2,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",72,3,2,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",73,3,1,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",74,3,1,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",75,3,4,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",76,3,2,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",77,3,1,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",78,3,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",79,3,2,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",80,3,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",81,4,3,NA,FALSE,83,1,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",82,4,2,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",83,4,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",84,4,3,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",85,4,3,NA,FALSE,83,1,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",86,4,2,NA,FALSE,83,1,-1150,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",87,4,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",88,4,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",89,4,3,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",90,4,4,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",91,4,3,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",92,4,1,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",93,4,2,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",94,4,1,NA,FALSE,83,1,-250,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",95,4,3,NA,FALSE,83,1,-25,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",96,4,1,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",97,4,2,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",98,4,3,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",99,4,2,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",100,4,1,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",101,5,1,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",102,5,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",103,5,4,NA,FALSE,83,1,-200,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",104,5,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",105,5,2,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",106,5,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",107,5,3,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",108,5,1,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",109,5,1,NA,FALSE,83,1,-250,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",110,5,3,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",111,5,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",112,5,1,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",113,5,2,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",114,5,2,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",115,5,2,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",116,5,1,NA,FALSE,83,1,100,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",117,5,4,NA,FALSE,83,1,50,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",118,5,3,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
"200002",119,5,1,NA,FALSE,83,0,0,5.28053,1.84687,0.286799,-1.644905,0.7488135
