"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","wgt_pun","wgt_rew","update"
"200002",24,1,1,NA,FALSE,155,0,0,0.211001811012126,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",25,1,3,NA,FALSE,155,0,0,0.616287099230263,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",26,1,4,NA,FALSE,155,0,0,0.816371453656187,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",27,1,3,NA,FALSE,155,1,50,0.437642947283799,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",28,1,3,NA,FALSE,155,1,0,0.734885730709475,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",29,1,1,NA,FALSE,155,0,0,0.12561952146009,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",30,1,2,NA,FALSE,155,1,100,1.2093894460194,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",31,1,4,NA,FALSE,155,1,50,0.262068323515038,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",32,1,4,NA,FALSE,155,1,50,0.414686069030968,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",33,1,4,NA,FALSE,155,0,0,1.02851859596186,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",34,1,4,NA,FALSE,155,1,50,0.824176897746675,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",35,1,1,NA,FALSE,155,0,0,0.216230080307343,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",36,1,4,NA,FALSE,155,1,-200,0.35306051921525,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",37,1,3,NA,FALSE,155,1,50,0.417137027105654,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",38,1,3,NA,FALSE,155,1,0,0.820368126734597,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",39,1,1,NA,FALSE,155,0,0,0.110310361117388,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",40,1,3,NA,FALSE,155,1,-25,0.29110031136533,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",41,2,2,NA,FALSE,155,1,100,0.945871530949653,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",42,2,2,NA,FALSE,155,0,0,1.06642562387927,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",43,2,2,NA,FALSE,155,1,100,0.857290651481808,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",44,2,1,NA,FALSE,155,0,0,0.163811437414641,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",45,2,4,NA,FALSE,155,1,50,0.579449202267541,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",46,2,4,NA,FALSE,155,1,50,0.163301696905158,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",47,2,1,NA,FALSE,155,0,0,0.140808055451189,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",48,2,2,NA,FALSE,155,1,-1150,1.95169014572124,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",49,2,2,NA,FALSE,155,0,0,0.724169548735623,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",50,2,1,NA,FALSE,155,0,0,0.215186402503677,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
"200002",51,2,3,NA,FALSE,155,0,0,0.166369936847722,1.41608,0.05682035,0.518724,-1.199875,0.102069,0.2561795,0.06268555
