"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","decay"
"200002",17,0,3,1,TRUE,158,1,50,0.403543729220403,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",18,0,1,1,TRUE,158,1,-250,0.670270714518889,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",19,0,1,1,TRUE,158,1,-250,0.174871656525898,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",20,0,1,0,TRUE,158,0,0,0.717036644070741,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",21,1,1,NA,FALSE,158,0,0,0.866407044117291,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",22,1,2,NA,FALSE,158,1,100,0.434743052967545,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",23,1,1,NA,FALSE,158,1,-250,0.428885233817263,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",24,1,4,NA,FALSE,158,0,0,0.726364575760176,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",25,1,4,NA,FALSE,158,1,50,0.808035577281453,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",26,1,4,NA,FALSE,158,1,50,0.609602570522065,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",27,1,2,NA,FALSE,158,0,0,0.307505284524023,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",28,1,4,NA,FALSE,158,1,50,0.450568119998181,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",29,1,3,NA,FALSE,158,0,0,0.629177730773427,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",30,1,2,NA,FALSE,158,0,0,0.864332571704565,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",31,1,1,NA,FALSE,158,0,0,0.580239138251483,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
"200002",32,1,1,NA,FALSE,158,1,100,1.4,1.403585,0.05733565,0.5557095,-0.3585,1.321415,0.6242565,0.24051
