"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","retend"
"200002",103,5,2,NA,FALSE,12,1,100,0.844434276141102,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",104,5,3,NA,FALSE,12,0,0,0.537520986405772,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",105,5,3,NA,FALSE,12,0,0,0.714146889350574,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",106,5,1,NA,FALSE,12,0,0,0.364763822366371,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",107,5,1,NA,FALSE,12,0,0,0.375678823801434,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",108,5,2,NA,FALSE,12,1,100,0.304162286396496,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",109,5,3,NA,FALSE,12,0,0,0.446796144694824,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",110,5,1,NA,FALSE,12,1,100,0.483093656923396,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",111,5,1,NA,FALSE,12,1,-250,0.367844831615986,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",112,5,1,NA,FALSE,12,0,0,0.361722547041278,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",113,5,1,NA,FALSE,12,0,0,0.471614829287097,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",114,5,3,NA,FALSE,12,1,-25,0.542303402512265,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",115,5,2,NA,FALSE,12,1,-1150,0.249564062211378,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",116,5,4,NA,FALSE,12,1,50,0.723609693930506,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",117,5,3,NA,FALSE,12,1,-25,0.5528483769895,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",118,5,1,NA,FALSE,12,0,0,0.732140202269021,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",119,5,2,NA,FALSE,12,0,0,0.830647393094649,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200002",120,5,3,NA,FALSE,12,1,0,0.242402352517236,1.406125,0.05762245,0.570445,-0.639694,0.213435,1.010695,0.504439
"200439",1,0,4,1,TRUE,43,1,50,0.43184268186314,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",2,0,3,0,TRUE,43,0,0,0.690900130622769,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",3,0,2,1,TRUE,43,1,100,0.863791167912121,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",4,0,3,1,TRUE,43,1,50,1.20386843911858,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",5,0,3,0,TRUE,43,0,0,0.451872836665221,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",6,0,2,1,TRUE,43,1,100,2.14862375871116,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",7,0,2,0,TRUE,43,0,0,0.586919124292494,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",8,0,4,1,TRUE,43,1,50,0.670313853621255,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",9,0,2,0,TRUE,43,0,0,0.55318668797798,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",10,0,1,1,TRUE,43,1,100,1.87068912201294,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",11,0,4,1,TRUE,43,1,50,0.706088021504923,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",12,0,1,0,TRUE,43,0,0,0.60397082996087,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",13,0,4,1,TRUE,43,1,50,1.2365725459686,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",14,0,3,1,TRUE,43,1,-25,1.13384430581873,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",15,0,2,0,TRUE,43,0,0,1.42842210558292,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",16,0,4,1,TRUE,43,1,50,0.710365856995018,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",17,0,3,1,TRUE,43,1,50,0.970587079917211,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",18,0,1,1,TRUE,43,1,-250,0.949930086298023,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",19,0,1,1,TRUE,43,1,100,0.508635375353348,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
"200439",20,0,1,0,TRUE,43,0,0,1.04188096966518,1.68359,0.3997655,0.4733445,-1.199095,0.146205,3.82801,0.2817025
