"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","gain","loss","mag","con","update"
"200004",1,0,4,1,TRUE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",2,0,3,0,TRUE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",3,0,2,1,TRUE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",4,0,3,1,TRUE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",5,0,3,0,TRUE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",6,0,2,1,TRUE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",7,0,2,0,TRUE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",8,0,4,1,TRUE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",9,0,2,0,TRUE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",10,0,1,1,TRUE,31,1,-250,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",11,0,4,1,TRUE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",12,0,1,0,TRUE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",13,0,4,1,TRUE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",14,0,3,1,TRUE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",15,0,2,0,TRUE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",16,0,4,1,TRUE,31,1,-200,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",17,0,3,1,TRUE,31,1,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",18,0,1,1,TRUE,31,1,-250,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",19,0,1,1,TRUE,31,1,-250,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",20,0,1,0,TRUE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",21,1,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",22,1,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",23,1,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",24,1,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",25,1,3,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",26,1,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",27,1,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",28,1,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",29,1,4,NA,FALSE,31,1,-200,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",30,1,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",31,1,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",32,1,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",33,1,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",34,1,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",35,1,4,NA,FALSE,31,1,-200,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",36,1,3,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",37,1,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",38,1,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",39,1,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",40,1,3,NA,FALSE,31,1,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",41,2,3,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",42,2,3,NA,FALSE,31,1,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",43,2,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",44,2,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",45,2,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",46,2,3,NA,FALSE,31,1,-25,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",47,2,3,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",48,2,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",49,2,3,NA,FALSE,31,1,-25,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",50,2,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",51,2,3,NA,FALSE,31,1,-25,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",52,2,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",53,2,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",54,2,3,NA,FALSE,31,1,-25,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",55,2,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",56,2,3,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",57,2,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",58,2,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",59,2,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",60,2,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",61,3,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",62,3,3,NA,FALSE,31,1,-25,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",63,3,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",64,3,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",65,3,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",66,3,3,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",67,3,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",68,3,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",69,3,3,NA,FALSE,31,1,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",70,3,4,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",71,3,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",72,3,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",73,3,3,NA,FALSE,31,1,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",74,3,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",75,3,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",76,3,3,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",77,3,4,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",78,3,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",79,3,3,NA,FALSE,31,1,-25,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",80,3,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",81,4,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",82,4,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",83,4,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",84,4,4,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",85,4,3,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",86,4,3,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",87,4,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",88,4,3,NA,FALSE,31,1,-25,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",89,4,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",90,4,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",91,4,3,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",92,4,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",93,4,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",94,4,3,NA,FALSE,31,1,-25,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",95,4,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",96,4,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",97,4,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",98,4,3,NA,FALSE,31,1,-25,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",99,4,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",100,4,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",101,5,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",102,5,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",103,5,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",104,5,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",105,5,3,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",106,5,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",107,5,1,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",108,5,1,NA,FALSE,31,1,-250,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",109,5,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",110,5,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",111,5,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",112,5,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",113,5,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",114,5,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",115,5,3,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",116,5,4,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",117,5,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",118,5,2,NA,FALSE,31,1,100,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",119,5,4,NA,FALSE,31,1,50,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200004",120,5,1,NA,FALSE,31,0,0,4.79976,2.779585,0.259191,-0.653341,0.1354835
"200006",1,0,4,1,TRUE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",2,0,3,0,TRUE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",3,0,2,1,TRUE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",4,0,3,1,TRUE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",5,0,3,0,TRUE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",6,0,2,1,TRUE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",7,0,2,0,TRUE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",8,0,4,1,TRUE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",9,0,2,0,TRUE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",10,0,1,1,TRUE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",11,0,4,1,TRUE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",12,0,1,0,TRUE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",13,0,4,1,TRUE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",14,0,3,1,TRUE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",15,0,2,0,TRUE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",16,0,4,1,TRUE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",17,0,3,1,TRUE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",18,0,1,1,TRUE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",19,0,1,1,TRUE,29,1,-250,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",20,0,1,0,TRUE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",21,1,3,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",22,1,2,NA,FALSE,29,1,-1150,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",23,1,1,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",24,1,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",25,1,1,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",26,1,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",27,1,3,NA,FALSE,29,1,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",28,1,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",29,1,4,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",30,1,4,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",31,1,3,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",32,1,1,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",33,1,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",34,1,1,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",35,1,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",36,1,4,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",37,1,1,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",38,1,3,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",39,1,3,NA,FALSE,29,1,-25,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",40,1,3,NA,FALSE,29,1,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",41,2,1,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",42,2,4,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",43,2,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",44,2,1,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",45,2,4,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",46,2,4,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",47,2,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",48,2,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",49,2,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",50,2,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",51,2,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",52,2,3,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",53,2,3,NA,FALSE,29,1,-25,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",54,2,3,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",55,2,4,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",56,2,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",57,2,4,NA,FALSE,29,1,-200,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",58,2,3,NA,FALSE,29,1,-25,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",59,2,4,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",60,2,4,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",61,3,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",62,3,4,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",63,3,4,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",64,3,3,NA,FALSE,29,1,-25,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",65,3,1,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",66,3,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",67,3,3,NA,FALSE,29,1,50,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",68,3,4,NA,FALSE,29,1,-200,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",69,3,1,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",70,3,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",71,3,1,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",72,3,3,NA,FALSE,29,1,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",73,3,1,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",74,3,1,NA,FALSE,29,1,-250,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",75,3,1,NA,FALSE,29,0,0,6.274655,4.21743,0.369292,-0.4984375,0.112632
"200006",76,3,2,NA,FALSE,29,1,100,6.274655,4.21743,0.369292,-0.4984375,0.112632
