"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","consistency","update_rate_mf","decay_factor","pos_val","neg_val","var_pe_update"
"202001",83,4,1,NA,FALSE,34,0,0,0.3997135,0.335514,0.498425,3.241085,5.158095,0.346433
"202001",84,4,4,NA,FALSE,34,1,50,0.3997135,0.335514,0.498425,3.241085,5.158095,0.346433
"202001",85,4,1,NA,FALSE,34,1,100,0.3997135,0.335514,0.498425,3.241085,5.158095,0.346433
"202001",86,4,1,NA,FALSE,34,0,0,0.3997135,0.335514,0.498425,3.241085,5.158095,0.346433
"202001",87,4,1,NA,FALSE,34,1,100,0.3997135,0.335514,0.498425,3.241085,5.158095,0.346433
"202001",88,4,2,NA,FALSE,34,0,0,0.3997135,0.335514,0.498425,3.241085,5.158095,0.346433
"202001",89,4,3,NA,FALSE,34,1,50,0.3997135,0.335514,0.498425,3.241085,5.158095,0.346433
"202001",90,4,2,NA,FALSE,34,1,100,0.3997135,0.335514,0.498425,3.241085,5.158095,0.346433
"202001",91,4,1,NA,FALSE,34,0,0,0.3997135,0.335514,0.498425,3.241085,5.158095,0.346433
"202001",92,4,3,NA,FALSE,34,0,0,0.3997135,0.335514,0.498425,3.241085,5.158095,0.346433
"202001",93,4,4,NA,FALSE,34,1,50,0.3997135,0.335514,0.498425,3.241085,5.158095,0.346433
