"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","mag","retend"
"200002",94,4,4,NA,FALSE,110,1,50,0.2408923155458,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
"200002",95,4,2,NA,FALSE,110,0,0,0.160517109609789,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
"200002",96,4,3,NA,FALSE,110,0,0,1.3873129038806,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
"200002",97,4,1,NA,FALSE,110,1,-250,0.568570882258874,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
"200002",98,4,2,NA,FALSE,110,1,100,0.460351555343578,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
"200002",99,4,1,NA,FALSE,110,1,-250,0.776304668332955,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
"200002",100,4,1,NA,FALSE,110,1,100,0.278754160849941,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
"200002",101,5,1,NA,FALSE,110,1,-250,0.47195675086208,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
"200002",102,5,2,NA,FALSE,110,1,100,0.148686535790633,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
"200002",103,5,2,NA,FALSE,110,1,100,0.443226313895884,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
"200002",104,5,2,NA,FALSE,110,0,0,1.71477980551568,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
"200002",105,5,3,NA,FALSE,110,1,50,0.340781933578812,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
"200002",106,5,4,NA,FALSE,110,1,50,0.48490958637419,1.40623,0.0576446,0.5723045,-0.8509675,1.58578,1.68802,0.1711125,0.335942
