"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error"
"boundary",165,1.467915,1.50593,"group",0.0380149999999999,0.0258972760684371
"tau",165,0.136107,0.112447,"group",-0.02366,-0.173833821919519
"beta",165,0.5603305,0.588324,"group",0.0279934999999999,0.0499589081800828
"drift_con",165,-0.7117485,-0.3317785,"group",0.37997,0.533854303872787
"gain",165,0.1569085,0.1299145,"group",-0.026994,-0.172036569083256
"loss",165,0.875041,1.365685,"group",0.490644,0.560709726744233
"retend",165,0.8496325,0.7606125,"group",-0.0890200000000001,-0.104774711419349
"boundary",166,1.541845,1.382565,"group",-0.15928,-0.103304806903418
"tau",166,0.160294,0.1540405,"group",-0.00625349999999997,-0.0390126891836249
"beta",166,0.5576665,0.503804,"group",-0.0538625000000001,-0.0965855040602226
"drift_con",166,-0.2490555,-0.144028,"group",0.1050275,0.421703194669461
"gain",166,0.1117925,0.1202825,"group",0.00849,0.0759442717534718
"loss",166,1.446285,0.9123985,"group",-0.5338865,-0.369143356945554
"retend",166,0.8979245,0.8935675,"group",-0.00435700000000006,-0.004852301056492
"boundary",167,1.6517,1.5903,"group",-0.0613999999999999,-0.0371738209117878
"tau",167,0.08599165,0.0907669,"group",0.00477524999999999,0.0555315545172118
"beta",167,0.6288465,0.6345115,"group",0.00566499999999992,0.00900855773229225
"drift_con",167,-0.2984355,-0.253891,"group",0.0445445,0.149260057868451
"gain",167,0.1248735,0.1278405,"group",0.002967,0.0237600451657077
"loss",167,0.910188,2.022355,"group",1.112167,1.221909100098
"retend",167,0.3633425,0.2947685,"group",-0.068574,-0.188731018254127
"boundary",168,1.649985,1.67926,"group",0.0292749999999999,0.0177425855386564
"tau",168,0.171999,0.1483385,"group",-0.0236605,-0.137561846289804
"beta",168,0.542233,0.5028365,"group",-0.0393965000000001,-0.0726560353206095
"drift_con",168,-1.018615,-0.8061745,"group",0.2124405,0.208558189306068
"gain",168,0.2248855,0.1348585,"group",-0.090027,-0.400323720293216
"loss",168,3.492755,6.06468,"group",2.571925,0.736359979443162
"retend",168,0.2768145,0.3444425,"group",0.067628,0.244308011321661
"boundary",169,1.986885,1.85814,"group",-0.128745,-0.0647974090095803
"tau",169,0.07028735,0.0958536,"group",0.02556625,0.363738994285601
"beta",169,0.5876665,0.559179,"group",-0.0284875,-0.0484756235041473
"drift_con",169,-0.1681285,-0.151184,"group",0.0169445,0.100783032026099
"gain",169,0.103042,0.106011,"group",0.002969,0.0288134935269114
"loss",169,0.608105,0.5845175,"group",-0.0235875,-0.0387885315858281
"retend",169,0.888827,0.9000645,"group",0.0112375,0.0126430677735937
"boundary",170,1.740555,1.712975,"group",-0.0275799999999999,-0.0158455205379893
"tau",170,0.1781175,0.1869505,"group",0.00883300000000004,0.0495908599660339
"beta",170,0.5440415,0.495787,"group",-0.0482545000000001,-0.0886963586417582
"drift_con",170,-0.2414335,0.0280177,"group",0.2694512,1.11604727595798
"gain",170,0.1359375,0.115298,"group",-0.0206395,-0.151830804597701
"loss",170,0.840608,0.8257795,"group",-0.0148285,-0.017640208039895
"retend",170,0.8486325,0.8762305,"group",0.027598,0.0325205551283978
"boundary",171,1.61847,1.579545,"group",-0.0389250000000001,-0.0240504921314575
"tau",171,0.0648962,0.0845463,"group",0.0196501,0.30279276752722
"beta",171,0.5925595,0.5846135,"group",-0.00794600000000001,-0.0134096238436815
"drift_con",171,-0.08116555,-0.2007945,"group",-0.11962895,-1.47388824445839
"gain",171,0.102036,0.12646,"group",0.024424,0.23936649809871
"loss",171,0.83448,1.519,"group",0.68452,0.820295273703384
"retend",171,0.2296685,0.480001,"group",0.2503325,1.08997315696319
"boundary",172,1.679705,1.634575,"group",-0.0451300000000001,-0.0268678130981334
"tau",172,0.111263,0.08520835,"group",-0.02605465,-0.2341717372352
"beta",172,0.672545,0.6434245,"group",-0.0291204999999999,-0.0432989614077867
"drift_con",172,-1.437905,-0.8049575,"group",0.6329475,0.440187286364537
"gain",172,0.203108,0.112961,"group",-0.090147,-0.44383776119109
"loss",172,1.84862,2.25385,"group",0.40523,0.219206759636918
"retend",172,0.6766475,0.5123265,"group",-0.164321,-0.242845794893205
"boundary",173,1.512355,1.533955,"group",0.0216000000000001,0.0142823609536121
"tau",173,0.176952,0.156587,"group",-0.020365,-0.115087707400877
"beta",173,0.6148165,0.586379,"group",-0.0284375,-0.0462536382806903
"drift_con",173,-0.5448195,-0.3624245,"group",0.182395,0.334780601648803
"gain",173,0.1407085,0.115877,"group",-0.0248315,-0.176474768759528
"loss",173,0.673735,0.938537,"group",0.264802,0.393035837532561
"retend",173,0.4850055,0.412647,"group",-0.0723585,-0.149191091647414
"boundary",174,1.643105,1.43363,"group",-0.209475,-0.127487287787451
"tau",174,0.254445,0.249528,"group",-0.00491700000000003,-0.0193244119554325
"beta",174,0.6361915,0.5579245,"group",-0.0782670000000001,-0.123024278067217
"drift_con",174,-0.3539295,-0.3580415,"group",-0.004112,-0.0116181329897621
"gain",174,0.108286,0.1163075,"group",0.00802150000000001,0.0740769813272262
"loss",174,0.5239155,0.6296675,"group",0.105752,0.201849344025897
"retend",174,0.8701435,0.884095,"group",0.0139515000000001,0.0160335622802447
