"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","wgt_rew","wgt_pun","update"
"100",43,3,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",44,3,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",45,3,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",46,3,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",47,3,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",48,3,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",49,3,NA,FALSE,2,1,0.25,0.6357569885673,4.488445,0.8702955,0.00722698,0.20608
"100",50,3,NA,FALSE,2,1,0.25,0.505476811586413,4.488445,0.8702955,0.00722698,0.20608
"100",51,3,NA,FALSE,2,1,0.25,0.464071744622197,4.488445,0.8702955,0.00722698,0.20608
"100",52,3,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",53,3,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",54,3,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",55,3,NA,FALSE,2,1,0.25,0.363688517548144,4.488445,0.8702955,0.00722698,0.20608
"100",56,3,NA,FALSE,2,1,0.25,0.511361854861025,4.488445,0.8702955,0.00722698,0.20608
"100",57,3,NA,FALSE,2,1,0.25,0.52706944841193,4.488445,0.8702955,0.00722698,0.20608
"100",58,3,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",59,3,NA,FALSE,2,1,0.25,0.402283025975339,4.488445,0.8702955,0.00722698,0.20608
"100",60,3,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",61,4,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",62,4,NA,FALSE,2,1,0.25,0.790349350648466,4.488445,0.8702955,0.00722698,0.20608
"100",63,4,NA,FALSE,2,1,0.25,0.622080716968048,4.488445,0.8702955,0.00722698,0.20608
"100",64,4,NA,FALSE,2,1,0.25,0.63908866730053,4.488445,0.8702955,0.00722698,0.20608
"100",65,4,NA,FALSE,2,1,0.25,0.572090337413829,4.488445,0.8702955,0.00722698,0.20608
"100",66,4,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",67,4,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
"100",68,4,NA,FALSE,2,1,0.25,0,4.488445,0.8702955,0.00722698,0.20608
