"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","wgt_rew","wgt_pun","update"
"0001",69,4,NA,FALSE,58,1,0.25,0,0.427561694281675,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",70,4,NA,FALSE,58,2,0.25,0,3.02699778695664,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",71,4,NA,FALSE,58,2,0.25,0,0.710590484949988,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",72,4,NA,FALSE,58,2,0.25,0,0.398465432126988,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",73,4,NA,FALSE,58,1,0.25,0,0.806738868277891,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",74,4,NA,FALSE,58,2,0.25,0,1.16650894365085,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",75,4,NA,FALSE,58,1,0.25,0.778764025808778,1.03120121577457,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",76,4,NA,FALSE,58,1,0.25,0.508072809071746,0.847261674239648,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",77,4,NA,FALSE,58,1,0.25,0,2.23969680022871,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",78,4,NA,FALSE,58,1,0.25,0,0.86920009109544,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",79,4,NA,FALSE,58,2,0.25,0,1.89134504127227,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",80,4,NA,FALSE,58,2,0.25,0,0.871019348786362,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",81,5,NA,FALSE,58,1,0.25,0,1.41654726589474,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",82,5,NA,FALSE,58,2,0.25,3.10742689034669,0.553273700065901,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",83,5,NA,FALSE,58,2,0.25,0,1.44942945504092,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",84,5,NA,FALSE,58,1,0.25,0.365061774279457,0.600142121564076,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",85,5,NA,FALSE,58,2,0.25,0,1.28742005636087,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",86,5,NA,FALSE,58,4,0.101790385611821,0,0.366441565547866,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",87,5,NA,FALSE,58,1,0.25,0,0.727891693776914,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",88,5,NA,FALSE,58,1,0.25,0.584725706814788,0.623793390537794,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",89,5,NA,FALSE,58,3,0.136839813622646,0.186856792145409,0.62036338666622,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",90,5,NA,FALSE,58,2,0.25,3.04982577066403,0.519779485250201,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",91,5,NA,FALSE,58,1,0.25,0.398398217570502,1.20678358884019,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",92,5,NA,FALSE,58,1,0.25,0,0.513720410595462,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",93,5,NA,FALSE,58,2,0.25,0,1.52694666602664,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",94,5,NA,FALSE,58,1,0.25,0.817887842515484,1.09464229153598,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",95,5,NA,FALSE,58,1,0.25,0.527578441111836,0.721511730681769,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",96,5,NA,FALSE,58,3,0.13399897722993,0,0.577025673331448,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",97,5,NA,FALSE,58,1,0.25,0.686510266701225,0.960071497068189,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",98,5,NA,FALSE,58,1,0.25,0,1.18641150120978,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",99,5,NA,FALSE,58,1,0.25,0,1.25676174462587,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
"0001",100,5,NA,FALSE,58,1,0.25,0.610714502527844,1.34826268738637,1.891635,1.8406,0.1333015,0.0804829,0.1517885,0.8413185,0.4138785,0.4435305,0.5942075
