"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","gain","loss","update","epP","epN","K","w","decay"
"1",78,4,NA,FALSE,36,3,0.125979774689768,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",79,4,NA,FALSE,36,3,0.112877479812596,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",80,4,NA,FALSE,36,3,0.149616937420797,0.131803249346558,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",81,5,NA,FALSE,36,3,0.121497779595666,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",82,5,NA,FALSE,36,3,0.144955084996764,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",83,5,NA,FALSE,36,3,0.112635851104278,0.179951637925114,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",84,5,NA,FALSE,36,3,0.14108626220841,0.182634044298902,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",85,5,NA,FALSE,36,4,0.140513677429408,0.617389535543043,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",86,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",87,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",88,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",89,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",90,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",91,5,NA,FALSE,36,2,0.25,3.05833367403829,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",92,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",93,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",94,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",95,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",96,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",97,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",98,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
"1",99,5,NA,FALSE,36,2,0.25,0,1.085225,0.01034535,0.273718,0.7174255,1.546865,-1.614985,0.4287385,0.718755,0.674728
