"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","gain","loss","decay"
"0004",1,1,NA,FALSE,90,1,0.25,0.598825025628321,0.4189745,0.738149,0.98468,0.5947055
"0004",2,1,NA,FALSE,90,4,0.145888327038847,0,0.4189745,0.738149,0.98468,0.5947055
"0004",3,1,NA,FALSE,90,4,0.133170197368599,0,0.4189745,0.738149,0.98468,0.5947055
"0004",4,1,NA,FALSE,90,2,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",5,1,NA,FALSE,90,1,0.25,0.728492264240049,0.4189745,0.738149,0.98468,0.5947055
"0004",6,1,NA,FALSE,90,1,0.25,0.639711294067092,0.4189745,0.738149,0.98468,0.5947055
"0004",7,1,NA,FALSE,90,4,0.143866579595488,0,0.4189745,0.738149,0.98468,0.5947055
"0004",8,1,NA,FALSE,90,2,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",9,1,NA,FALSE,90,1,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",10,1,NA,FALSE,90,4,0.137928192282561,0,0.4189745,0.738149,0.98468,0.5947055
"0004",11,1,NA,FALSE,90,2,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",12,1,NA,FALSE,90,1,0.25,0.541816482634749,0.4189745,0.738149,0.98468,0.5947055
"0004",13,1,NA,FALSE,90,4,0.124723980308045,0,0.4189745,0.738149,0.98468,0.5947055
"0004",14,1,NA,FALSE,90,4,0.101325015642215,0,0.4189745,0.738149,0.98468,0.5947055
"0004",15,1,NA,FALSE,90,3,0.127123123209458,0,0.4189745,0.738149,0.98468,0.5947055
"0004",16,1,NA,FALSE,90,2,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",17,1,NA,FALSE,90,4,0.10365036232397,0,0.4189745,0.738149,0.98468,0.5947055
"0004",18,1,NA,FALSE,90,2,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",19,1,NA,FALSE,90,2,0.25,3.10556177224498,0.4189745,0.738149,0.98468,0.5947055
"0004",20,1,NA,FALSE,90,2,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",21,2,NA,FALSE,90,1,0.25,0.443374713871162,0.4189745,0.738149,0.98468,0.5947055
"0004",22,2,NA,FALSE,90,2,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",23,2,NA,FALSE,90,2,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",24,2,NA,FALSE,90,1,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",25,2,NA,FALSE,90,1,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",26,2,NA,FALSE,90,1,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",27,2,NA,FALSE,90,3,0.11374953215709,0,0.4189745,0.738149,0.98468,0.5947055
"0004",28,2,NA,FALSE,90,3,0.1029642389738,0.108201974676922,0.4189745,0.738149,0.98468,0.5947055
"0004",29,2,NA,FALSE,90,1,0.25,0.571131894225255,0.4189745,0.738149,0.98468,0.5947055
"0004",30,2,NA,FALSE,90,1,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",31,2,NA,FALSE,90,1,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",32,2,NA,FALSE,90,1,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",33,2,NA,FALSE,90,1,0.25,0.658627229288686,0.4189745,0.738149,0.98468,0.5947055
"0004",34,2,NA,FALSE,90,2,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",35,2,NA,FALSE,90,4,0.129350982268807,0,0.4189745,0.738149,0.98468,0.5947055
"0004",36,2,NA,FALSE,90,3,0.104430064419284,0,0.4189745,0.738149,0.98468,0.5947055
"0004",37,2,NA,FALSE,90,1,0.25,0.723510846472345,0.4189745,0.738149,0.98468,0.5947055
"0004",38,2,NA,FALSE,90,1,0.25,0,0.4189745,0.738149,0.98468,0.5947055
"0004",39,2,NA,FALSE,90,3,0.109088612080086,0.193237235280685,0.4189745,0.738149,0.98468,0.5947055
