"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","drift_A","drift_B","drift_C","drift_D"
"0002",9,1,NA,FALSE,74,2,0.25,0,0.434677489628624,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",10,1,NA,FALSE,74,2,0.25,0,0.524526158036248,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",11,1,NA,FALSE,74,1,0.25,0,0.473096614149576,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",12,1,NA,FALSE,74,1,0.25,0,0.825284710268908,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",13,1,NA,FALSE,74,4,0.146138596790843,0,0.794472747886458,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",14,1,NA,FALSE,74,4,0.110060370119754,0,0.819668891463988,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",15,1,NA,FALSE,74,2,0.25,0,0.836976057733451,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",16,1,NA,FALSE,74,3,0.123793505912181,0.189526595210191,0.898722125795731,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",17,1,NA,FALSE,74,1,0.25,0,1.85205719520645,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",18,1,NA,FALSE,74,4,0.136029784055427,0,0.409227963547407,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",19,1,NA,FALSE,74,2,0.25,0,0.359912130248808,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",20,1,NA,FALSE,74,1,0.25,0,0.464314834723801,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",21,2,NA,FALSE,74,1,0.25,0,0.716445642806843,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",22,2,NA,FALSE,74,4,0.147778180299792,0,0.576637839051235,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",23,2,NA,FALSE,74,1,0.25,0.803637941903435,0.99703547197539,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",24,2,NA,FALSE,74,2,0.25,0,0.584271771562146,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",25,2,NA,FALSE,74,3,0.109093009750359,0,0.178231377536557,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",26,2,NA,FALSE,74,1,0.25,0.744602194498293,0.271698233722131,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",27,2,NA,FALSE,74,2,0.25,0,0.543861774707299,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",28,2,NA,FALSE,74,3,0.146550313930493,0,0.961718068258771,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",29,2,NA,FALSE,74,1,0.25,0,0.247865261736714,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",30,2,NA,FALSE,74,2,0.25,0,1.82868813650284,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",31,2,NA,FALSE,74,1,0.25,0.537962956726551,0.275340712953619,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",32,2,NA,FALSE,74,3,0.146093119273428,0,0.275618465554453,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",33,2,NA,FALSE,74,2,0.25,3.14941336429911,0.8860077935893,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",34,2,NA,FALSE,74,4,0.149149240087718,0,0.381279123303021,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",35,2,NA,FALSE,74,1,0.25,0,0.315795783465923,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",36,2,NA,FALSE,74,2,0.25,0,0.86672478023298,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",37,2,NA,FALSE,74,2,0.25,0,0.615590318087207,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",38,2,NA,FALSE,74,4,0.107605762348976,0,0.476795467900409,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",39,2,NA,FALSE,74,2,0.25,0,0.357279401909685,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",40,2,NA,FALSE,74,3,0.143445261090528,0.104450755892321,0.360142516093987,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",41,3,NA,FALSE,74,1,0.25,0,0.310184188844913,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",42,3,NA,FALSE,74,2,0.25,0,0.23840831914998,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",43,3,NA,FALSE,74,1,0.25,0,0.297935181098047,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",44,3,NA,FALSE,74,1,0.25,0.552360915648751,0.98536308694032,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
"0002",45,3,NA,FALSE,74,3,0.149013443780132,0,0.523869501688532,1.446305,0.984927,0.05967405,0.0524764,0.2088345,0.98859,0.1394515,0.1819405
