"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","gain","loss","decay","explore_alpha","explore_bonus"
"1",90,5,NA,FALSE,16,3,0.10035861619981,0,1.01766,0.266353,1.06026,0.3695,0.542762,-1.13684
"1",91,5,NA,FALSE,16,3,0.116335683758371,0.0931773796095513,1.01766,0.266353,1.06026,0.3695,0.542762,-1.13684
"1",92,5,NA,FALSE,16,3,0.100199130666442,0,1.01766,0.266353,1.06026,0.3695,0.542762,-1.13684
"1",93,5,NA,FALSE,16,3,0.141714853642043,0,1.01766,0.266353,1.06026,0.3695,0.542762,-1.13684
"1",94,5,NA,FALSE,16,3,0.116109905496705,0,1.01766,0.266353,1.06026,0.3695,0.542762,-1.13684
"1",95,5,NA,FALSE,16,3,0.100062619138043,0.179752350668423,1.01766,0.266353,1.06026,0.3695,0.542762,-1.13684
"1",96,5,NA,FALSE,16,3,0.136156796314754,0.114941042149439,1.01766,0.266353,1.06026,0.3695,0.542762,-1.13684
"1",97,5,NA,FALSE,16,4,0.132462308602408,0,1.01766,0.266353,1.06026,0.3695,0.542762,-1.13684
"1",98,5,NA,FALSE,16,4,0.134548300213646,0,1.01766,0.266353,1.06026,0.3695,0.542762,-1.13684
"1",99,5,NA,FALSE,16,4,0.113597185828257,0.603095546457917,1.01766,0.266353,1.06026,0.3695,0.542762,-1.13684
"1",100,5,NA,FALSE,16,4,0.117221392982174,0,1.01766,0.266353,1.06026,0.3695,0.542762,-1.13684
"10",1,1,NA,FALSE,52,4,0.139693063893355,0.602515012235381,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",2,1,NA,FALSE,52,4,0.132053460972384,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",3,1,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",4,1,NA,FALSE,52,4,0.115972141060047,0.641506921849214,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",5,1,NA,FALSE,52,3,0.130660533392802,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",6,1,NA,FALSE,52,3,0.124265533254948,0.153155480651185,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",7,1,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",8,1,NA,FALSE,52,3,0.133213806687854,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",9,1,NA,FALSE,52,2,0.25,3.20294415915851,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",10,1,NA,FALSE,52,4,0.122160050179809,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",11,1,NA,FALSE,52,3,0.105672161327675,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",12,1,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",13,1,NA,FALSE,52,3,0.118685938161798,0.148131440603174,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",14,1,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",15,1,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",16,1,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",17,1,NA,FALSE,52,4,0.116839219955727,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",18,1,NA,FALSE,52,3,0.142805702670012,0.172793893166818,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",19,1,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",20,1,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",21,2,NA,FALSE,52,2,0.25,3.07172092451947,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",22,2,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",23,2,NA,FALSE,52,3,0.117537450639065,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",24,2,NA,FALSE,52,1,0.25,0.510968060570303,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",25,2,NA,FALSE,52,1,0.25,0.620710422063712,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",26,2,NA,FALSE,52,3,0.107574015588034,0.107360936328769,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",27,2,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",28,2,NA,FALSE,52,3,0.108343544683885,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",29,2,NA,FALSE,52,3,0.115909789758734,0.13160425692331,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",30,2,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",31,2,NA,FALSE,52,3,0.120105967309792,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",32,2,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",33,2,NA,FALSE,52,3,0.100896904116962,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",34,2,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",35,2,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",36,2,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",37,2,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",38,2,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",39,2,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",40,2,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",41,3,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",42,3,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",43,3,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",44,3,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",45,3,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",46,3,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",47,3,NA,FALSE,52,3,0.149777959263884,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",48,3,NA,FALSE,52,2,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",49,3,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",50,3,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",51,3,NA,FALSE,52,4,0.129039221804123,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",52,3,NA,FALSE,52,1,0.25,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",53,3,NA,FALSE,52,3,0.10529905713629,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",54,3,NA,FALSE,52,3,0.115532470645849,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",55,3,NA,FALSE,52,3,0.14757944092853,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",56,3,NA,FALSE,52,3,0.108460792293772,0.0812016703537665,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
"10",57,3,NA,FALSE,52,4,0.10134442440467,0,0.513729,0.1221395,0.1690225,0.59521,0.4240405,0.0574126
