"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","gain","loss","update","epP","epN","K","w"
"0001",82,5,NA,FALSE,48,1,0.25,0.484527006850112,0.987633784113816,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",83,5,NA,FALSE,48,2,0.25,0,0.551145063785037,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",84,5,NA,FALSE,48,2,0.25,0,1.06939704558134,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",85,5,NA,FALSE,48,1,0.25,0,1.36709324703147,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",86,5,NA,FALSE,48,1,0.25,0,0.726868622889093,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",87,5,NA,FALSE,48,3,0.127362709550653,0,0.394265029778649,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",88,5,NA,FALSE,48,3,0.117496412992477,0.0866186927538365,0.775975306497886,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",89,5,NA,FALSE,48,1,0.25,0.369673178938683,2.49018018410635,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",90,5,NA,FALSE,48,2,0.25,0,0.454298533962217,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",91,5,NA,FALSE,48,1,0.25,0,1.01200925261394,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",92,5,NA,FALSE,48,1,0.25,0.504444353713188,1.42770624855529,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",93,5,NA,FALSE,48,2,0.25,0,1.11142194243132,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",94,5,NA,FALSE,48,3,0.116844048514031,0.138613296137191,0.812699177111337,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",95,5,NA,FALSE,48,4,0.131152671843302,0,1.13717109198255,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",96,5,NA,FALSE,48,1,0.25,0,0.548770793580331,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",97,5,NA,FALSE,48,1,0.25,0.472033898497466,0.893608661075812,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",98,5,NA,FALSE,48,2,0.25,0,0.859197519859183,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",99,5,NA,FALSE,48,1,0.25,0.572894700418692,0.447138598562172,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0001",100,5,NA,FALSE,48,2,0.25,0,0.734530352191691,1.87048,1.867,0.1339165,0.07967505,0.148878,0.5428,0.2991625,2.633705,0.3874485,-0.4009375,-0.6070175,0.464778,0.373953
"0002",1,1,NA,FALSE,18,2,0.25,0,1.16488403902645,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",2,1,NA,FALSE,18,1,0.25,0,1.50339807412342,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",3,1,NA,FALSE,18,2,0.25,0,1.00163851766283,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",4,1,NA,FALSE,18,1,0.25,0.386628148180898,0.60158226608728,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",5,1,NA,FALSE,18,3,0.148507791187149,0.122258519823663,1.07563310348593,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",6,1,NA,FALSE,18,3,0.140750930085778,0.101531088748015,0.75774726131936,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",7,1,NA,FALSE,18,2,0.25,0,0.921040789526134,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",8,1,NA,FALSE,18,2,0.25,0,1.06642899170998,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",9,1,NA,FALSE,18,2,0.25,0,0.900400647998337,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",10,1,NA,FALSE,18,1,0.25,0.820056240621489,0.549146750899273,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",11,1,NA,FALSE,18,2,0.25,0,0.568963450580349,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",12,1,NA,FALSE,18,2,0.25,0,0.468414329275209,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",13,1,NA,FALSE,18,1,0.25,0.844723510218319,0.96393069706596,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",14,1,NA,FALSE,18,3,0.129257333988789,0.195815945742652,0.85697762270394,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",15,1,NA,FALSE,18,2,0.25,0,1.26998529106047,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",16,1,NA,FALSE,18,2,0.25,0,1.26408394470399,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
"0002",17,1,NA,FALSE,18,2,0.25,3.15722823055694,0.991710290718073,1.89917,1.2131,0.0592944,0.05341935,0.09439,0.9995305,0.3761155,1.240765,0.424878,1.110685,-0.2745725,0.455464,0.366403
