"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","Arew","Apun","K","betaF","betaP"
"100",28,2,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",29,2,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",30,2,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",31,2,NA,FALSE,71,2,0.25,3.19526843569474,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",32,2,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",33,2,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",34,2,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",35,2,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",36,2,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",37,2,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",38,2,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",39,2,NA,FALSE,71,2,0.25,3.14092240505852,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",40,2,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",41,3,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",42,3,NA,FALSE,71,2,0.25,3.01029380079126,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",43,3,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",44,3,NA,FALSE,71,2,0.25,3.0211335204076,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",45,3,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",46,3,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",47,3,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",48,3,NA,FALSE,71,2,0.25,3.0656651929603,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",49,3,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",50,3,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",51,3,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",52,3,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
"100",53,3,NA,FALSE,71,2,0.25,0,0.2314805,0.03337635,0.4458705,5.548315,4.862165
