"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","wgt_rew","wgt_pun","update","cohort"
"0007",28,2,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",29,2,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",30,2,NA,FALSE,47,3,0.12718265587464,0.0979172454797663,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",31,2,NA,FALSE,47,4,0.12700565494597,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",32,2,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",33,2,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",34,2,NA,FALSE,47,1,0.25,0.546684163250029,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",35,2,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",36,2,NA,FALSE,47,3,0.145521130156703,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",37,2,NA,FALSE,47,4,0.139146946382243,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",38,2,NA,FALSE,47,1,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",39,2,NA,FALSE,47,4,0.103374873998109,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",40,2,NA,FALSE,47,4,0.127470514620654,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",41,3,NA,FALSE,47,4,0.138913908344693,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",42,3,NA,FALSE,47,1,0.25,0.41233666150365,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",43,3,NA,FALSE,47,4,0.133113518392202,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",44,3,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",45,3,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",46,3,NA,FALSE,47,4,0.123394488764461,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",47,3,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",48,3,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",49,3,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",50,3,NA,FALSE,47,1,0.25,0.663254092715215,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",51,3,NA,FALSE,47,4,0.138002600881737,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",52,3,NA,FALSE,47,1,0.25,0.39611202662345,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",53,3,NA,FALSE,47,3,0.113562878372613,0.0838849221821874,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",54,3,NA,FALSE,47,4,0.105495042551775,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",55,3,NA,FALSE,47,1,0.25,0.464914827793837,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",56,3,NA,FALSE,47,3,0.141971891082358,0.0790989040862769,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",57,3,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",58,3,NA,FALSE,47,1,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",59,3,NA,FALSE,47,4,0.132960797916166,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",60,3,NA,FALSE,47,1,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",61,4,NA,FALSE,47,1,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",62,4,NA,FALSE,47,4,0.130461205437314,0.624737781111617,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",63,4,NA,FALSE,47,3,0.105335224547889,0.0773964665946551,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",64,4,NA,FALSE,47,2,0.25,3.21924281859538,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",65,4,NA,FALSE,47,4,0.103018552577123,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",66,4,NA,FALSE,47,4,0.121521368878894,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",67,4,NA,FALSE,47,3,0.128772095451131,0.168866128905211,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",68,4,NA,FALSE,47,3,0.14233083804138,0.141682800452691,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",69,4,NA,FALSE,47,3,0.148163795354776,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",70,4,NA,FALSE,47,3,0.124445866525639,0.163922580622602,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",71,4,NA,FALSE,47,3,0.140069506608415,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",72,4,NA,FALSE,47,1,0.25,0.621479129430372,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",73,4,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",74,4,NA,FALSE,47,3,0.137830386881251,0.126415839162655,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",75,4,NA,FALSE,47,4,0.135004852816928,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",76,4,NA,FALSE,47,4,0.115446222957689,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",77,4,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",78,4,NA,FALSE,47,3,0.120358572015539,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",79,4,NA,FALSE,47,3,0.109722696593963,0.155206748400815,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",80,4,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",81,5,NA,FALSE,47,3,0.126916646724567,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",82,5,NA,FALSE,47,4,0.128693816519808,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",83,5,NA,FALSE,47,3,0.111004318017513,0.172982505720574,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",84,5,NA,FALSE,47,3,0.100965647026896,0.144881691178307,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",85,5,NA,FALSE,47,3,0.145567212591413,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",86,5,NA,FALSE,47,1,0.25,0.602990702027455,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",87,5,NA,FALSE,47,3,0.144614943175111,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",88,5,NA,FALSE,47,4,0.122641154646408,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",89,5,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",90,5,NA,FALSE,47,4,0.131024781079032,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",91,5,NA,FALSE,47,3,0.107621767744422,0.0538718066760339,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",92,5,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",93,5,NA,FALSE,47,4,0.118982307927217,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",94,5,NA,FALSE,47,1,0.25,0.843010322470218,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",95,5,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",96,5,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",97,5,NA,FALSE,47,2,0.25,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",98,5,NA,FALSE,47,4,0.129080790106673,0,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",99,5,NA,FALSE,47,2,0.25,3.12169679714134,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0007",100,5,NA,FALSE,47,3,0.135035986395087,0.151605901902076,0.958536,0.4309355,0.4448815,0.4239605,"luc"
"0008",1,1,NA,FALSE,43,1,0.25,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",2,1,NA,FALSE,43,4,0.132563272479456,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",3,1,NA,FALSE,43,4,0.103467363514937,0,0.376408,0.434944,0.2422245,0.351662,"luc"
"0008",4,1,NA,FALSE,43,3,0.105539350106847,0,0.376408,0.434944,0.2422245,0.351662,"luc"
