"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","gain","loss","decay"
"1",92,5,NA,FALSE,53,2,0.25,0,1.455615,0.0493208,0.5789555,0.8065935
"1",93,5,NA,FALSE,53,2,0.25,0,1.455615,0.0493208,0.5789555,0.8065935
"1",94,5,NA,FALSE,53,2,0.25,0,1.455615,0.0493208,0.5789555,0.8065935
"1",95,5,NA,FALSE,53,2,0.25,0,1.455615,0.0493208,0.5789555,0.8065935
"1",96,5,NA,FALSE,53,2,0.25,0,1.455615,0.0493208,0.5789555,0.8065935
"1",97,5,NA,FALSE,53,2,0.25,0,1.455615,0.0493208,0.5789555,0.8065935
"1",98,5,NA,FALSE,53,2,0.25,0,1.455615,0.0493208,0.5789555,0.8065935
"1",99,5,NA,FALSE,53,2,0.25,0,1.455615,0.0493208,0.5789555,0.8065935
"1",100,5,NA,FALSE,53,2,0.25,0,1.455615,0.0493208,0.5789555,0.8065935
"10",1,1,NA,FALSE,26,3,0.130374124133959,0.185070425784215,0.336905,0.0610032,0.1197685,0.2857155
"10",2,1,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",3,1,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",4,1,NA,FALSE,26,3,0.137923592864536,0,0.336905,0.0610032,0.1197685,0.2857155
"10",5,1,NA,FALSE,26,4,0.12488090764964,0,0.336905,0.0610032,0.1197685,0.2857155
"10",6,1,NA,FALSE,26,4,0.121667676873039,0.636792129045352,0.336905,0.0610032,0.1197685,0.2857155
"10",7,1,NA,FALSE,26,3,0.128659629588947,0.0910181476036087,0.336905,0.0610032,0.1197685,0.2857155
"10",8,1,NA,FALSE,26,1,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",9,1,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",10,1,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",11,1,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",12,1,NA,FALSE,26,3,0.131472234695684,0.149899784231093,0.336905,0.0610032,0.1197685,0.2857155
"10",13,1,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
"10",14,1,NA,FALSE,26,3,0.11224666981725,0.101690377597697,0.336905,0.0610032,0.1197685,0.2857155
"10",15,1,NA,FALSE,26,3,0.116806485585403,0,0.336905,0.0610032,0.1197685,0.2857155
"10",16,1,NA,FALSE,26,3,0.133526377473027,0,0.336905,0.0610032,0.1197685,0.2857155
"10",17,1,NA,FALSE,26,3,0.128057812177576,0.17252181658987,0.336905,0.0610032,0.1197685,0.2857155
"10",18,1,NA,FALSE,26,3,0.124110320094042,0.120278171775863,0.336905,0.0610032,0.1197685,0.2857155
"10",19,1,NA,FALSE,26,3,0.120611254824325,0.146224484639242,0.336905,0.0610032,0.1197685,0.2857155
"10",20,1,NA,FALSE,26,3,0.115642226708587,0,0.336905,0.0610032,0.1197685,0.2857155
"10",21,2,NA,FALSE,26,2,0.25,0,0.336905,0.0610032,0.1197685,0.2857155
