"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","con","Arew","Apun","K","betaF","betaP"
"0002",1,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",2,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",3,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",4,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",5,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",6,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",7,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",8,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",9,1,NA,FALSE,68,2,0.25,3.05501937447116,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",10,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",11,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",12,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",13,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",14,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",15,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",16,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",17,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",18,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",19,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",20,1,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",21,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",22,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",23,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",24,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",25,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",26,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",27,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",28,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",29,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",30,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",31,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",32,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",33,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",34,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",35,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",36,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",37,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",38,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",39,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",40,2,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",41,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",42,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",43,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",44,3,NA,FALSE,68,2,0.25,3.06224749766989,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",45,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",46,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",47,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",48,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",49,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",50,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",51,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",52,3,NA,FALSE,68,4,0.133687436406035,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",53,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",54,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",55,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",56,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",57,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",58,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",59,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",60,3,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",61,4,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",62,4,NA,FALSE,68,2,0.25,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",63,4,NA,FALSE,68,4,0.146326920227148,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",64,4,NA,FALSE,68,4,0.125758995488286,0.642492586793378,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",65,4,NA,FALSE,68,4,0.127505652036052,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",66,4,NA,FALSE,68,4,0.113213186745998,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",67,4,NA,FALSE,68,3,0.126362717372831,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",68,4,NA,FALSE,68,3,0.125090854428709,0.166686520702206,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",69,4,NA,FALSE,68,3,0.12145058689639,0.118481509783305,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",70,4,NA,FALSE,68,3,0.140216192521621,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",71,4,NA,FALSE,68,3,0.11230189553462,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",72,4,NA,FALSE,68,3,0.113815786095802,0.156574706290849,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",73,4,NA,FALSE,68,3,0.131763315247372,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",74,4,NA,FALSE,68,3,0.129921672260389,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",75,4,NA,FALSE,68,3,0.134812828281429,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",76,4,NA,FALSE,68,3,0.122825330961496,0.106434484606143,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",77,4,NA,FALSE,68,3,0.122703775134869,0,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
"0002",78,4,NA,FALSE,68,3,0.124581058009062,0.129865761077963,1.110265,0.759686,0.1840415,0.892262,1.13235,1.84927
