"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","gain","loss","update","epP","epN","K","w","decay"
"0001",43,3,NA,FALSE,37,1,0.25,0,1.05984480279261,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",44,3,NA,FALSE,37,1,0.25,0.828861824190244,1.12625034399994,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",45,3,NA,FALSE,37,3,0.135527824691962,0,0.511144704217569,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",46,3,NA,FALSE,37,1,0.25,0.704255107266363,1.18700824806629,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",47,3,NA,FALSE,37,2,0.25,3.17412628064631,0.690362805808608,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",48,3,NA,FALSE,37,1,0.25,0,0.853424288630356,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",49,3,NA,FALSE,37,2,0.25,0,0.69048262404546,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",50,3,NA,FALSE,37,3,0.137010758335236,0.178489435557276,1.4521549632587,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",51,3,NA,FALSE,37,1,0.25,0.685310770443175,0.622785603553804,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",52,3,NA,FALSE,37,1,0.25,0,0.846606174305625,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",53,3,NA,FALSE,37,2,0.25,0,1.49154692896495,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",54,3,NA,FALSE,37,1,0.25,0,1.5688810970905,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",55,3,NA,FALSE,37,1,0.25,0.503549400216434,0.745643251368289,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",56,3,NA,FALSE,37,3,0.131090695119929,0.10285527347587,2.50346851884449,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",57,3,NA,FALSE,37,2,0.25,0,0.933868968648593,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",58,3,NA,FALSE,37,3,0.122584745683707,0,0.897363808446496,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",59,3,NA,FALSE,37,2,0.25,0,1.57188990529145,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",60,3,NA,FALSE,37,1,0.25,0,1.10475022009234,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",61,4,NA,FALSE,37,1,0.25,0.821322947007138,0.75640450285371,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
"0001",62,4,NA,FALSE,37,1,0.25,0,1.32042840998117,1.863365,1.870265,0.135276,0.07927995,0.147496,0.445525,0.2448095,3.381885,0.4297815,-0.502068,-0.1980695,0.4510535,0.290817,0.4829835
