"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","gain","loss","update","epP","epN","K","w","decay"
"0021",89,5,NA,FALSE,49,2,0.25,0,0.326968658737523,1.61296,1.12281,0.07968085,0.081072,0.1275385,0.782796,0.2618855,2.056455,0.431271,0.6864665,-0.08581655,0.6142445,0.4304935,0.437805
"0021",90,5,NA,FALSE,49,2,0.25,3.05658027232857,0.410626354016997,1.61296,1.12281,0.07968085,0.081072,0.1275385,0.782796,0.2618855,2.056455,0.431271,0.6864665,-0.08581655,0.6142445,0.4304935,0.437805
"0021",91,5,NA,FALSE,49,1,0.25,0.894947705836967,0.209310812228279,1.61296,1.12281,0.07968085,0.081072,0.1275385,0.782796,0.2618855,2.056455,0.431271,0.6864665,-0.08581655,0.6142445,0.4304935,0.437805
"0021",92,5,NA,FALSE,49,1,0.25,0,1.15193450845298,1.61296,1.12281,0.07968085,0.081072,0.1275385,0.782796,0.2618855,2.056455,0.431271,0.6864665,-0.08581655,0.6142445,0.4304935,0.437805
"0021",93,5,NA,FALSE,49,1,0.25,0.771041381021496,0.341737006487544,1.61296,1.12281,0.07968085,0.081072,0.1275385,0.782796,0.2618855,2.056455,0.431271,0.6864665,-0.08581655,0.6142445,0.4304935,0.437805
"0021",94,5,NA,FALSE,49,2,0.25,0,0.577863871980099,1.61296,1.12281,0.07968085,0.081072,0.1275385,0.782796,0.2618855,2.056455,0.431271,0.6864665,-0.08581655,0.6142445,0.4304935,0.437805
"0021",95,5,NA,FALSE,49,1,0.25,0,0.333761526198294,1.61296,1.12281,0.07968085,0.081072,0.1275385,0.782796,0.2618855,2.056455,0.431271,0.6864665,-0.08581655,0.6142445,0.4304935,0.437805
"0021",96,5,NA,FALSE,49,1,0.25,0.411564224609174,0.35632005992926,1.61296,1.12281,0.07968085,0.081072,0.1275385,0.782796,0.2618855,2.056455,0.431271,0.6864665,-0.08581655,0.6142445,0.4304935,0.437805
"0021",97,5,NA,FALSE,49,2,0.25,0,1.03426847452761,1.61296,1.12281,0.07968085,0.081072,0.1275385,0.782796,0.2618855,2.056455,0.431271,0.6864665,-0.08581655,0.6142445,0.4304935,0.437805
"0021",98,5,NA,FALSE,49,2,0.25,0,0.648400657522858,1.61296,1.12281,0.07968085,0.081072,0.1275385,0.782796,0.2618855,2.056455,0.431271,0.6864665,-0.08581655,0.6142445,0.4304935,0.437805
"0021",99,5,NA,FALSE,49,2,0.25,0,0.380285097910491,1.61296,1.12281,0.07968085,0.081072,0.1275385,0.782796,0.2618855,2.056455,0.431271,0.6864665,-0.08581655,0.6142445,0.4304935,0.437805
"0021",100,5,NA,FALSE,49,2,0.25,3.07759285747306,0.288799402350914,1.61296,1.12281,0.07968085,0.081072,0.1275385,0.782796,0.2618855,2.056455,0.431271,0.6864665,-0.08581655,0.6142445,0.4304935,0.437805
"0022",1,1,NA,FALSE,58,3,0.135461586597376,0.0686038762214594,1.56181344488549,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",2,1,NA,FALSE,58,1,0.25,0.674289692915045,2.10430229904621,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",3,1,NA,FALSE,58,1,0.25,0.667055311368313,0.704065320777746,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",4,1,NA,FALSE,58,2,0.25,0,0.649624402083982,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",5,1,NA,FALSE,58,1,0.25,0.857425438065547,0.55130224907787,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",6,1,NA,FALSE,58,3,0.107882434583735,0,0.669895210348285,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",7,1,NA,FALSE,58,2,0.25,0,0.610395158827783,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",8,1,NA,FALSE,58,1,0.25,0.551729670271743,0.573253603300445,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",9,1,NA,FALSE,58,1,0.25,0.41733929355396,0.94618542031699,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",10,1,NA,FALSE,58,4,0.116305972833652,0,0.866645083065283,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",11,1,NA,FALSE,58,1,0.25,0,0.518685545595456,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",12,1,NA,FALSE,58,1,0.25,0.852872686902992,0.59197974454333,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",13,1,NA,FALSE,58,1,0.25,0,0.738015446514585,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",14,1,NA,FALSE,58,1,0.25,0,1.1004714562321,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",15,1,NA,FALSE,58,1,0.25,0.808320909598842,0.844243940640801,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",16,1,NA,FALSE,58,4,0.109552809083834,0,0.737201119694833,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",17,1,NA,FALSE,58,1,0.25,0.772391531302128,0.401441717212615,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",18,1,NA,FALSE,58,1,0.25,0,0.395148051295338,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",19,1,NA,FALSE,58,3,0.126448218419682,0,1.000679078518,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",20,1,NA,FALSE,58,1,0.25,0,0.698466227771414,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",21,2,NA,FALSE,58,1,0.25,0.474343098315876,0.376114734245512,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",22,2,NA,FALSE,58,3,0.107753462786786,0,0.186669166137907,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",23,2,NA,FALSE,58,2,0.25,0,0.755024429420677,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",24,2,NA,FALSE,58,3,0.112757577863522,0.141669974045362,0.662323920105059,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",25,2,NA,FALSE,58,1,0.25,0,0.273690588222972,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",26,2,NA,FALSE,58,3,0.142701624857727,0,1.19213613743713,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",27,2,NA,FALSE,58,2,0.25,0,0.43147450482005,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",28,2,NA,FALSE,58,1,0.25,0.709930459875613,0.358500589049205,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",29,2,NA,FALSE,58,3,0.123303289094474,0,0.187974216051423,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",30,2,NA,FALSE,58,2,0.25,0,0.253252595415217,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",31,2,NA,FALSE,58,1,0.25,0,0.635475265888949,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",32,2,NA,FALSE,58,1,0.25,0,0.358253345147024,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",33,2,NA,FALSE,58,4,0.115599277568981,0,0.20870045616556,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",34,2,NA,FALSE,58,1,0.25,0.641581455187406,0.527398878124533,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",35,2,NA,FALSE,58,1,0.25,0.396591133158654,0.173986731431832,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",36,2,NA,FALSE,58,1,0.25,0.675167104031425,0.156103474111598,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",37,2,NA,FALSE,58,1,0.25,0,0.133197890981848,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",38,2,NA,FALSE,58,4,0.135452606948093,0,0.284961044145559,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",39,2,NA,FALSE,58,2,0.25,0,0.180491017203564,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",40,2,NA,FALSE,58,4,0.142450561840087,0.605024592753034,0.158017206219084,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",41,3,NA,FALSE,58,1,0.25,0.44134027591208,0.322124638235573,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",42,3,NA,FALSE,58,1,0.25,0.632702384400181,0.850741797478529,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",43,3,NA,FALSE,58,1,0.25,0,0.443203569771368,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",44,3,NA,FALSE,58,1,0.25,0,1.94576749470196,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",45,3,NA,FALSE,58,2,0.25,0,0.346068131487013,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",46,3,NA,FALSE,58,1,0.25,0.484661913849413,0.230971676398792,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",47,3,NA,FALSE,58,2,0.25,0,0.655323428952663,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",48,3,NA,FALSE,58,1,0.25,0.450783138640691,0.22490054572572,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",49,3,NA,FALSE,58,2,0.25,0,0.637722895491014,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",50,3,NA,FALSE,58,1,0.25,0,0.251401388156314,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",51,3,NA,FALSE,58,2,0.25,0,0.34791095678979,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",52,3,NA,FALSE,58,2,0.25,0,0.319422835559561,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",53,3,NA,FALSE,58,2,0.25,0,0.208471668055658,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",54,3,NA,FALSE,58,2,0.25,0,0.647485225547038,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",55,3,NA,FALSE,58,1,0.25,0.368092188506853,0.253467346783283,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",56,3,NA,FALSE,58,2,0.25,0,0.30755829302987,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",57,3,NA,FALSE,58,2,0.25,0,0.169424209618267,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",58,3,NA,FALSE,58,4,0.127151940588374,0,0.323672710780735,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",59,3,NA,FALSE,58,1,0.25,0,0.727081142408975,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",60,3,NA,FALSE,58,1,0.25,0.678917525219731,0.353093421822292,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",61,4,NA,FALSE,58,1,0.25,0,0.242132770256102,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",62,4,NA,FALSE,58,1,0.25,0,0.379740676798072,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",63,4,NA,FALSE,58,2,0.25,0,0.595060657180088,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",64,4,NA,FALSE,58,1,0.25,0,0.412999525153146,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",65,4,NA,FALSE,58,2,0.25,0,0.516059602004667,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",66,4,NA,FALSE,58,2,0.25,0,0.694180858362365,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",67,4,NA,FALSE,58,1,0.25,0,0.457845734152516,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",68,4,NA,FALSE,58,1,0.25,0,0.151945645861526,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",69,4,NA,FALSE,58,2,0.25,0,1.93271993107408,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",70,4,NA,FALSE,58,2,0.25,0,0.258699689652602,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",71,4,NA,FALSE,58,2,0.25,0,0.141963716980061,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",72,4,NA,FALSE,58,1,0.25,0,0.296192528227338,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",73,4,NA,FALSE,58,2,0.25,0,0.485274800839577,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",74,4,NA,FALSE,58,1,0.25,0.778764025808778,0.407014180124132,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",75,4,NA,FALSE,58,1,0.25,0.508072809071746,0.310726026262768,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",76,4,NA,FALSE,58,3,0.131823070300743,0.149516602838412,0.348055337983147,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",77,4,NA,FALSE,58,1,0.25,0,0.394688052500949,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",78,4,NA,FALSE,58,2,0.25,3.10916823270964,0.386746559482565,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",79,4,NA,FALSE,58,2,0.25,0,0.230170875738962,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",80,4,NA,FALSE,58,4,0.139378232462332,0.615750531270169,0.264128444757365,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",81,5,NA,FALSE,58,3,0.105385140317958,0,0.205377825589301,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",82,5,NA,FALSE,58,1,0.25,0.435503718547989,0.616559665692091,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",83,5,NA,FALSE,58,1,0.25,0,0.214074446510159,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",84,5,NA,FALSE,58,1,0.25,0,0.268516467879965,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",85,5,NA,FALSE,58,3,0.111718499031849,0.124822670326103,0.238208370266552,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",86,5,NA,FALSE,58,2,0.25,0,0.143033129062648,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",87,5,NA,FALSE,58,1,0.25,0.539891861623619,0.268613622679221,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",88,5,NA,FALSE,58,3,0.146552878490184,0,0.321371638260276,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",89,5,NA,FALSE,58,1,0.25,0,0.386225000808203,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",90,5,NA,FALSE,58,3,0.139070790517144,0.140240760752931,0.325967621123552,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",91,5,NA,FALSE,58,1,0.25,0.668825952464249,0.219035098553665,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",92,5,NA,FALSE,58,1,0.25,0,0.191232382349786,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",93,5,NA,FALSE,58,2,0.25,0,0.180618700216568,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",94,5,NA,FALSE,58,1,0.25,0,0.26177008612122,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",95,5,NA,FALSE,58,1,0.25,0,0.487420484199397,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",96,5,NA,FALSE,58,3,0.103226950857788,0.185057930427138,0.604551803212307,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",97,5,NA,FALSE,58,1,0.25,0,0.291541875948354,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",98,5,NA,FALSE,58,1,0.25,0,0.662021197562777,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",99,5,NA,FALSE,58,2,0.25,0,0.190668592066652,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0022",100,5,NA,FALSE,58,1,0.25,0.583013679774012,0.74566564240318,1.609505,0.9116525,0.05905215,0.05139025,0.07473935,0.412514,0.439331,2.72042,0.4245705,-0.0006223585,0.07599705,0.477579,0.343074,0.5269775
"0023",1,1,NA,FALSE,35,1,0.25,0,1.08854545104434,1.800805,2.00925,0.0831734,0.06758365,0.1016065,0.51432,0.2217795,2.43913,0.3810975,0.2379375,0.007456425,0.6750945,0.409558,0.251211
"0023",2,1,NA,FALSE,35,1,0.25,0,0.979781989900681,1.800805,2.00925,0.0831734,0.06758365,0.1016065,0.51432,0.2217795,2.43913,0.3810975,0.2379375,0.007456425,0.6750945,0.409558,0.251211
"0023",3,1,NA,FALSE,35,2,0.25,3.08943399752025,0.636668237782978,1.800805,2.00925,0.0831734,0.06758365,0.1016065,0.51432,0.2217795,2.43913,0.3810975,0.2379375,0.007456425,0.6750945,0.409558,0.251211
"0023",4,1,NA,FALSE,35,1,0.25,0,0.698976589900466,1.800805,2.00925,0.0831734,0.06758365,0.1016065,0.51432,0.2217795,2.43913,0.3810975,0.2379375,0.007456425,0.6750945,0.409558,0.251211
"0023",5,1,NA,FALSE,35,1,0.25,0.752996031998191,0.896939983296783,1.800805,2.00925,0.0831734,0.06758365,0.1016065,0.51432,0.2217795,2.43913,0.3810975,0.2379375,0.007456425,0.6750945,0.409558,0.251211
"0023",6,1,NA,FALSE,35,1,0.25,0.875391522457358,1.26531241537173,1.800805,2.00925,0.0831734,0.06758365,0.1016065,0.51432,0.2217795,2.43913,0.3810975,0.2379375,0.007456425,0.6750945,0.409558,0.251211
"0023",7,1,NA,FALSE,35,1,0.25,0,1.3957644366216,1.800805,2.00925,0.0831734,0.06758365,0.1016065,0.51432,0.2217795,2.43913,0.3810975,0.2379375,0.007456425,0.6750945,0.409558,0.251211
