"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","mag","update"
"200007",35,1,3,NA,FALSE,16,0,0,0.792834042466118,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",36,1,1,NA,FALSE,16,0,0,1.05226743007424,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",37,1,1,NA,FALSE,16,0,0,0.462208715341846,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",38,1,1,NA,FALSE,16,0,0,0.847264768072206,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",39,1,3,NA,FALSE,16,1,-25,0.848336399255889,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",40,1,4,NA,FALSE,16,0,0,0.382150313035583,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",41,2,4,NA,FALSE,16,1,50,0.552527717173127,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",42,2,3,NA,FALSE,16,1,0,0.640166813549567,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",43,2,2,NA,FALSE,16,1,100,0.443818437963921,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",44,2,1,NA,FALSE,16,0,0,0.371852053364253,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",45,2,4,NA,FALSE,16,1,50,0.82454661963631,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",46,2,3,NA,FALSE,16,1,0,0.626470150530079,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",47,2,2,NA,FALSE,16,1,100,0.437924106201374,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",48,2,1,NA,FALSE,16,0,0,0.683854858064448,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",49,2,3,NA,FALSE,16,1,0,0.697658006437357,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",50,2,3,NA,FALSE,16,1,-25,1.94985293903759,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",51,2,1,NA,FALSE,16,0,0,0.356625824068138,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",52,2,3,NA,FALSE,16,0,0,0.662875448494972,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",53,2,3,NA,FALSE,16,0,0,0.38008024353524,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",54,2,3,NA,FALSE,16,1,50,0.572627572397042,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",55,2,4,NA,FALSE,16,1,-200,1.22540066337,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",56,2,4,NA,FALSE,16,0,0,0.619611822307118,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",57,2,2,NA,FALSE,16,1,-1150,1.6606340631373,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",58,2,4,NA,FALSE,16,1,50,0.46257309880785,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",59,2,3,NA,FALSE,16,1,50,0.690499675683125,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",60,2,1,NA,FALSE,16,0,0,0.55260352319501,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
"200007",61,3,4,NA,FALSE,16,0,0,1.32633785258073,1.41955,0.2478055,0.4926435,-0.68546,3.31359,1.405005,0.1666225,0.07943135
