"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","mag","update","decay"
"200952",19,0,1,1,TRUE,176,1,-250,0.419037571138941,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",20,0,1,0,TRUE,176,0,0,0.55953605324583,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",21,1,1,NA,FALSE,176,0,0,0.603034220610833,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",22,1,3,NA,FALSE,176,1,50,0.766798137447411,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",23,1,3,NA,FALSE,176,1,0,1.04322379132715,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",24,1,2,NA,FALSE,176,0,0,1.80502536257275,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",25,1,2,NA,FALSE,176,1,100,0.525978993555906,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",26,1,4,NA,FALSE,176,1,50,1.64156494419689,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",27,1,3,NA,FALSE,176,1,50,1.19407434546449,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",28,1,3,NA,FALSE,176,1,-25,0.326934170032041,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",29,1,1,NA,FALSE,176,1,100,1.174717928194,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",30,1,4,NA,FALSE,176,0,0,1.02683642621835,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",31,1,3,NA,FALSE,176,1,50,0.423525099228574,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",32,1,2,NA,FALSE,176,0,0,0.713492738082815,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
"200952",33,1,3,NA,FALSE,176,1,50,0.374971967522007,1.823375,0.2288425,0.6092095,-1.5753,1.805795,5.332205,0.2792175,0.2270885,0.810787
