"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","gain","loss","con","retend"
"200004",27,1,1,NA,FALSE,87,1,100,0.210888,0.5775975,-0.350452,0.926235
"200004",28,1,2,NA,FALSE,87,1,100,0.210888,0.5775975,-0.350452,0.926235
"200004",29,1,3,NA,FALSE,87,1,50,0.210888,0.5775975,-0.350452,0.926235
"200004",30,1,1,NA,FALSE,87,1,-250,0.210888,0.5775975,-0.350452,0.926235
"200004",31,1,4,NA,FALSE,87,1,50,0.210888,0.5775975,-0.350452,0.926235
"200004",32,1,1,NA,FALSE,87,0,0,0.210888,0.5775975,-0.350452,0.926235
"200004",33,1,1,NA,FALSE,87,0,0,0.210888,0.5775975,-0.350452,0.926235
"200004",34,1,1,NA,FALSE,87,1,100,0.210888,0.5775975,-0.350452,0.926235
"200004",35,1,1,NA,FALSE,87,1,-250,0.210888,0.5775975,-0.350452,0.926235
"200004",36,1,1,NA,FALSE,87,1,-250,0.210888,0.5775975,-0.350452,0.926235
"200004",37,1,2,NA,FALSE,87,1,100,0.210888,0.5775975,-0.350452,0.926235
"200004",38,1,1,NA,FALSE,87,0,0,0.210888,0.5775975,-0.350452,0.926235
"200004",39,1,3,NA,FALSE,87,1,50,0.210888,0.5775975,-0.350452,0.926235
"200004",40,1,1,NA,FALSE,87,0,0,0.210888,0.5775975,-0.350452,0.926235
"200004",41,2,4,NA,FALSE,87,1,50,0.210888,0.5775975,-0.350452,0.926235
"200004",42,2,4,NA,FALSE,87,1,50,0.210888,0.5775975,-0.350452,0.926235
"200004",43,2,3,NA,FALSE,87,1,50,0.210888,0.5775975,-0.350452,0.926235
"200004",44,2,4,NA,FALSE,87,1,50,0.210888,0.5775975,-0.350452,0.926235
"200004",45,2,4,NA,FALSE,87,1,50,0.210888,0.5775975,-0.350452,0.926235
"200004",46,2,3,NA,FALSE,87,1,50,0.210888,0.5775975,-0.350452,0.926235
"200004",47,2,1,NA,FALSE,87,0,0,0.210888,0.5775975,-0.350452,0.926235
"200004",48,2,1,NA,FALSE,87,0,0,0.210888,0.5775975,-0.350452,0.926235
"200004",49,2,3,NA,FALSE,87,1,50,0.210888,0.5775975,-0.350452,0.926235
"200004",50,2,4,NA,FALSE,87,1,50,0.210888,0.5775975,-0.350452,0.926235
"200004",51,2,3,NA,FALSE,87,1,50,0.210888,0.5775975,-0.350452,0.926235
