"idx","trial","block","deck_shown","forced_choice","is_training","param_idx","choice","outcome","RT","boundary","tau","beta","drift_con","gain","loss","update","decay"
"200005",18,0,1,1,TRUE,54,1,100,0.558749394509393,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",19,0,1,1,TRUE,54,1,100,0.283749745602508,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",20,0,1,0,TRUE,54,0,0,0.331870238158278,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",21,1,3,NA,FALSE,54,1,50,0.824334631735949,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",22,1,2,NA,FALSE,54,0,0,0.427563830676128,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",23,1,4,NA,FALSE,54,1,50,0.780648372295484,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",24,1,4,NA,FALSE,54,1,50,0.797368989828364,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",25,1,3,NA,FALSE,54,1,0,0.66343744520011,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",26,1,4,NA,FALSE,54,1,50,0.369858890720907,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",27,1,2,NA,FALSE,54,1,100,0.377153835070759,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",28,1,1,NA,FALSE,54,1,-250,0.496216348177824,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",29,1,3,NA,FALSE,54,1,50,0.405041687325997,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
"200005",30,1,3,NA,FALSE,54,1,0,0.349011660591352,1.423435,0.1938845,0.412043,0.3296515,1.323505,0.3108425,0.4794985,0.08990635
