"statistic","mean_ppp","sd_ppp","min_ppp","max_ppp","extreme_count","extreme_ratio","component"
"rl_avg_outcome",0.4876,0.28938548650372,0,1,14,0.07,"RL"
"rl_good_deck_ratio",0.522,0.275228548244626,0.01,1,14,0.07,"RL"
"rl_lose_shift_ratio",0.49925,0.288442250998019,0.02,1,8,0.04,"RL"
"rl_new_bad_deck_ratio",0.46225,0.272296094934509,0,0.99,9,0.045,"RL"
"rl_new_good_deck_ratio",0.54665,0.271782275963018,0.01,1,9,0.045,"RL"
"rl_skip_ratio",0.63335,0.19880365177682,0.04,0.98,3,0.015,"RL"
"rl_total_money",0.4899,0.294809349858208,0,1,17,0.085,"RL"
"rl_win_stay_ratio",0.51055,0.279802869407451,0.01,1,12,0.06,"RL"
