"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","Arew","Apun","K","betaF","betaP"
"0002",6,1,NA,FALSE,24,3,0.148992410767823,0,1.0909965174447,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",7,1,NA,FALSE,24,2,0.25,0,1.14063326737953,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",8,1,NA,FALSE,24,3,0.144226667308249,0,0.448237154409271,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",9,1,NA,FALSE,24,1,0.25,0.377992888039444,0.743762895072066,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",10,1,NA,FALSE,24,1,0.25,0.351620582921896,0.563421913075738,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",11,1,NA,FALSE,24,2,0.25,0,1.33246293641649,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",12,1,NA,FALSE,24,1,0.25,0,0.563229689276503,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",13,1,NA,FALSE,24,2,0.25,3.07371647685068,1.03231238380409,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",14,1,NA,FALSE,24,1,0.25,0.725210434070323,0.940972771234345,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",15,1,NA,FALSE,24,3,0.111439248349052,0,0.713613322437538,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",16,1,NA,FALSE,24,1,0.25,0,0.909811480841521,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",17,1,NA,FALSE,24,1,0.25,0,0.844844964863718,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",18,1,NA,FALSE,24,1,0.25,0.539752592751756,0.977102786776006,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",19,1,NA,FALSE,24,2,0.25,0,0.968564330235531,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",20,1,NA,FALSE,24,1,0.25,0.599560397746973,0.76405601935844,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",21,2,NA,FALSE,24,3,0.145061052939855,0.154350653570145,0.348379729724258,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",22,2,NA,FALSE,24,3,0.104393320833333,0,0.381235072720294,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",23,2,NA,FALSE,24,2,0.25,3.13085728004808,0.455337189438201,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",24,2,NA,FALSE,24,2,0.25,0,0.61787897846116,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",25,2,NA,FALSE,24,3,0.105415504565462,0.0803444509860128,0.606824393376284,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",26,2,NA,FALSE,24,2,0.25,0,0.44774660146345,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",27,2,NA,FALSE,24,1,0.25,0,0.351336747756446,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",28,2,NA,FALSE,24,1,0.25,0,0.409328536769111,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",29,2,NA,FALSE,24,1,0.25,0,0.88315912703065,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",30,2,NA,FALSE,24,1,0.25,0,0.464974781043294,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",31,2,NA,FALSE,24,1,0.25,0.685068678192329,0.549576686018602,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",32,2,NA,FALSE,24,4,0.148580482322723,0,0.609199336409603,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",33,2,NA,FALSE,24,2,0.25,0,0.364651433707211,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",34,2,NA,FALSE,24,1,0.25,0,0.530368291978973,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",35,2,NA,FALSE,24,2,0.25,3.17414568871027,0.497298687611798,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",36,2,NA,FALSE,24,2,0.25,3.12685732712271,0.342383342349736,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",37,2,NA,FALSE,24,1,0.25,0.634174882248044,0.657677196867866,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",38,2,NA,FALSE,24,3,0.130811887851451,0,1.68686111066623,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
"0002",39,2,NA,FALSE,24,2,0.25,0,0.610563314214141,1.93409,1.19947,0.0592815,0.05318415,0.0933899,1.20973,0.6087885,0.0888503,2.675995,0.976058,0.4032495
