"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","gain","loss","decay","explore_alpha","explore_bonus"
"0002",4,1,NA,FALSE,35,1,0.25,0,0.889557527492948,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",5,1,NA,FALSE,35,1,0.25,0.752996031998191,0.738969980195732,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",6,1,NA,FALSE,35,1,0.25,0.875391522457358,1.28515335330681,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",7,1,NA,FALSE,35,1,0.25,0,1.4639788010506,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",8,1,NA,FALSE,35,1,0.25,0.729544325184543,3.38360845742209,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",9,1,NA,FALSE,35,2,0.25,0,0.879341200406654,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",10,1,NA,FALSE,35,2,0.25,0,0.30489666664251,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",11,1,NA,FALSE,35,1,0.25,0,0.69200639944306,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",12,1,NA,FALSE,35,1,0.25,0,1.41232203858747,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",13,1,NA,FALSE,35,1,0.25,0,0.488054669736813,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",14,1,NA,FALSE,35,1,0.25,0.86791339723859,0.663485967734753,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",15,1,NA,FALSE,35,1,0.25,0.832178221899085,0.573394744775963,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",16,1,NA,FALSE,35,2,0.25,0,1.46769014706129,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",17,1,NA,FALSE,35,1,0.25,0,0.643954682652575,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",18,1,NA,FALSE,35,3,0.147893103270326,0,0.583567393752655,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",19,1,NA,FALSE,35,2,0.25,0,3.04605529690439,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
"0002",20,1,NA,FALSE,35,4,0.135967889823951,0,0.685772007106368,1.927795,1.218545,0.05928445,0.0535046,0.0970686,1.089095,0.2476215,0.956962,0.481688,0.4962315,0.08711625
