"idx","trial","block","forced_choice","is_training","param_idx","choice","wins","losses","RT","boundary1","boundary","tau1","tau","urgency","drift_con","gain","loss","decay"
"0004",44,3,NA,FALSE,27,1,0.25,0,2.86943043381068,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",45,3,NA,FALSE,27,1,0.25,0.383842997276224,0.873762320519534,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",46,3,NA,FALSE,27,1,0.25,0.726852777565364,0.780610925783593,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",47,3,NA,FALSE,27,3,0.128285707649775,0,1.01223384431159,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",48,3,NA,FALSE,27,3,0.149791977601126,0.0942251349333674,0.768059033270465,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",49,3,NA,FALSE,27,3,0.104133877437562,0.075841887621209,1.03619590759226,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",50,3,NA,FALSE,27,1,0.25,0,1.25442557732326,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",51,3,NA,FALSE,27,1,0.25,0,1.04602340863388,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",52,3,NA,FALSE,27,1,0.25,0.802482182567474,1.19341693545453,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",53,3,NA,FALSE,27,2,0.25,0,1.24192981922298,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",54,3,NA,FALSE,27,2,0.25,0,1.16403478460559,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",55,3,NA,FALSE,27,1,0.25,0,0.871634393241965,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",56,3,NA,FALSE,27,1,0.25,0.511669165443163,0.855546451875856,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",57,3,NA,FALSE,27,3,0.120534346927889,0,0.689222664589277,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
"0004",58,3,NA,FALSE,27,3,0.143580720282625,0,1.35607919570538,3.02639,2.324265,0.151583,0.1098135,0.461784,1.021165,0.194482,0.7296815,0.8387925
