"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error","model"
"K",67,0.666101,0.2281735,"group",-0.4379275,-0.657449095557581,"orl"
"betaF",67,0.05358595,-1.162325,"group",-1.21591095,-22.690853665933,"orl"
"betaP",67,-0.476839,1.604625,"group",2.081464,4.36512953009297,"orl"
"con",68,1.01335,1.366025,"group",0.352675,0.348028815315538,"orl"
"Arew",68,0.520492,0.599857,"group",0.0793650000000001,0.152480729771063,"orl"
"Apun",68,0.09806805,0.125673,"group",0.02760495,0.281487701652067,"orl"
"K",68,1.375535,0.7835695,"group",-0.5919655,-0.430352917228569,"orl"
"betaF",68,0.485158,-0.686637,"group",-1.171795,-2.41528532972763,"orl"
"betaP",68,1.36548,2.021385,"group",0.655905,0.480347570085245,"orl"
"con",69,1.224985,1.70344,"group",0.478455,0.390580292819912,"orl"
"Arew",69,0.212765,0.737901,"group",0.525136,2.46815030667638,"orl"
"Apun",69,0.1792865,0.0380678,"group",-0.1412187,-0.787670571961637,"orl"
"K",69,0.9818625,2.967945,"group",1.9860825,2.02277049994271,"orl"
"betaF",69,0.6786535,-0.2411165,"group",-0.91977,-1.3552866079671,"orl"
"betaP",69,-1.154215,0.219585,"group",1.3738,1.19024618463631,"orl"
"con",70,1.16503,2.139005,"group",0.973975,0.836008514802194,"orl"
"Arew",70,0.126305,0.130535,"group",0.00423000000000001,0.033490360634971,"orl"
"Apun",70,0.106241,0.0133634,"group",-0.0928776,-0.874216168899013,"orl"
"K",70,2.41845,2.16344,"group",-0.25501,-0.105443569228225,"orl"
"betaF",70,1.21317,0.4586955,"group",-0.7544745,-0.621903360617226,"orl"
"betaP",70,-0.5696505,0.585303,"group",1.1549535,2.02747737428476,"orl"
"con",71,1.22369,0.566653,"group",-0.657037,-0.536930922047251,"orl"
"Arew",71,0.0860039,0.620962,"group",0.5349581,6.22016094618965,"orl"
"Apun",71,0.358148,0.178042,"group",-0.180106,-0.502881490333605,"orl"
"K",71,0.8805145,2.499945,"group",1.6194305,1.83918663463237,"orl"
"betaF",71,-0.4148895,-0.823834,"group",-0.4089445,-0.9856708834521,"orl"
"betaP",71,-0.917175,-0.3322205,"group",0.5849545,0.637778504647423,"orl"
"con",72,1.106305,1.7243,"group",0.617995,0.558611775233774,"orl"
"Arew",72,0.391466,0.7035575,"group",0.3120915,0.797237818865496,"orl"
"Apun",72,0.1055375,0.04160995,"group",-0.06392755,-0.605733033282009,"orl"
"K",72,1.340575,2.907525,"group",1.56695,1.16886410681984,"orl"
"betaF",72,0.2660885,-0.1724265,"group",-0.438515,-1.64800432938665,"orl"
"betaP",72,-1.16115,-0.2966705,"group",0.8644795,0.744502863540456,"orl"
"con",73,1.43097,2.049,"group",0.61803,0.4318958468731,"orl"
"Arew",73,0.251288,0.566739,"group",0.315451,1.25533650631944,"orl"
"Apun",73,0.17395,0.0307625,"group",-0.1431875,-0.823153204943949,"orl"
"K",73,0.7375415,1.995995,"group",1.2584535,1.7062816126279,"orl"
"betaF",73,0.671479,-0.1979725,"group",-0.8694515,-1.29483051592083,"orl"
"betaP",73,-1.492785,-1.2804,"group",0.212385,0.142274339573348,"orl"
"con",74,0.7405945,0.3576235,"group",-0.382971,-0.517112941022381,"orl"
"Arew",74,0.3777595,0.5407515,"group",0.162992,0.43147028731243,"orl"
"Apun",74,0.3884815,0.23763,"group",-0.1508515,-0.38831064027502,"orl"
"K",74,2.629825,2.482735,"group",-0.14709,-0.0559314783303073,"orl"
"betaF",74,0.1153205,-0.04407455,"group",-0.15939505,-1.38219180457941,"orl"
"betaP",74,-0.1799655,0.1752305,"group",0.355196,1.97368940157975,"orl"
"con",75,1.13105,1.460015,"group",0.328965,0.290849210910216,"orl"
"Arew",75,0.168766,0.6588525,"group",0.4900865,2.90394095967197,"orl"
"Apun",75,0.1342225,0.025007,"group",-0.1092155,-0.813689955111848,"orl"
"K",75,1.38822,1.13299,"group",-0.25523,-0.183854144155825,"orl"
"betaF",75,0.4645165,0.0914206,"group",-0.3730959,-0.803191921062007,"orl"
"betaP",75,1.011705,1.03223,"group",0.0205249999999999,0.020287534409734,"orl"
"con",76,0.7036465,0.6348535,"group",-0.0687930000000001,-0.097766421065123,"orl"
"Arew",76,0.4529795,0.471279,"group",0.0182995,0.0403980754095936,"orl"
"Apun",76,0.2511835,0.171423,"group",-0.0797605,-0.317538771455928,"orl"
"K",76,2.511235,2.531345,"group",0.0201099999999999,0.00800801199409846,"orl"
"betaF",76,-0.5678275,-0.6717175,"group",-0.10389,-0.182960494164161,"orl"
"betaP",76,-0.269298,0.244086,"group",0.513384,1.90637880712074,"orl"
"con",77,1.3703,1.531,"group",0.1607,0.117273589724878,"orl"
"Arew",77,0.5002585,0.7860365,"group",0.285778,0.57126065823969,"orl"
"Apun",77,0.0812285,0.1387585,"group",0.05753,0.708248952030383,"orl"
"K",77,2.809065,0.268256,"group",-2.540809,-0.90450345577621,"orl"
"betaF",77,0.576364,-0.801578,"group",-1.377942,-2.39074959574158,"orl"
"betaP",77,-0.255614,1.51479,"group",1.770404,6.92608386082139,"orl"
"con",78,1.23129,1.35703,"group",0.12574,0.102120540246408,"orl"
"Arew",78,0.4674285,0.59353,"group",0.1261015,0.269777088902367,"orl"
"Apun",78,0.160109,0.1731265,"group",0.0130175,0.0813039866590884,"orl"
"K",78,1.06802,0.4004925,"group",-0.6675275,-0.625014044680811,"orl"
"betaF",78,0.337979,-0.518808,"group",-0.856787,-2.53503028294657,"orl"
"betaP",78,1.35506,1.770185,"group",0.415125,0.30635174826207,"orl"
"con",79,1.70948,1.328945,"group",-0.380535,-0.222602779792686,"orl"
"Arew",79,0.157559,0.574885,"group",0.417326,2.64869667870449,"orl"
"Apun",79,0.09046935,0.1021075,"group",0.01163815,0.128641910216001,"orl"
"K",79,0.4844565,0.240592,"group",-0.2438645,-0.503377496225151,"orl"
"betaF",79,0.8732075,-0.653437,"group",-1.5266445,-1.74831812598953,"orl"
"betaP",79,-0.793119,1.37421,"group",2.167329,2.73266558990517,"orl"
"con",80,0.6538695,0.584807,"group",-0.0690625,-0.105621228700834,"orl"
"Arew",80,0.6838055,0.6300785,"group",-0.0537270000000001,-0.0785705876890433,"orl"
"Apun",80,0.1965,0.1780995,"group",-0.0184005,-0.0936412213740459,"orl"
"K",80,2.60467,2.57103,"group",-0.0336399999999997,-0.0129152637378246,"orl"
"betaF",80,-0.308693,-0.921198,"group",-0.612505,-1.98418817401107,"orl"
"betaP",80,-0.1137785,-0.130752,"group",-0.0169735,-0.149180205399087,"orl"
"con",81,0.525409,0.428702,"group",-0.096707,-0.184060417693644,"orl"
"Arew",81,0.58531,0.5655745,"group",-0.0197355,-0.0337180297620065,"orl"
"Apun",81,0.257403,0.2823255,"group",0.0249225,0.0968228808522046,"orl"
"K",81,2.399475,2.555915,"group",0.15644,0.0651975953073068,"orl"
"betaF",81,-0.2216895,0.0530712,"group",0.2747607,1.2393942879568,"orl"
"betaP",81,-0.3256615,-0.152452,"group",0.1732095,0.531869748189454,"orl"
"con",82,1.269235,3.334255,"group",2.06502,1.62698003127868,"orl"
"Arew",82,0.496874,0.558896,"group",0.0620220000000001,0.124824402162319,"orl"
"Apun",82,0.2128645,0.0798424,"group",-0.1330221,-0.624914440876708,"orl"
"K",82,2.54311,1.119,"group",-1.42411,-0.5599875742693,"orl"
"betaF",82,1.797025,0.5730605,"group",-1.2239645,-0.681105994630014,"orl"
"betaP",82,0.3164785,1.273895,"group",0.9574165,3.02521814278063,"orl"
"con",83,0.9646555,1.49053,"group",0.5258745,0.545142281363658,"orl"
"Arew",83,0.3934375,0.538358,"group",0.1449205,0.368344400317712,"orl"
"Apun",83,0.1184905,0.03087435,"group",-0.08761615,-0.739436072934117,"orl"
"K",83,1.84821,0.3428315,"group",-1.5053785,-0.814506197888768,"orl"
"betaF",83,1.0467,0.08864615,"group",-0.95805385,-0.915308923282698,"orl"
"betaP",83,0.9053065,0.7939605,"group",-0.111346,-0.122992599743844,"orl"
"con",84,1.85529,2.066065,"group",0.210775,0.113607576174075,"orl"
"Arew",84,0.1704075,0.018501,"group",-0.1519065,-0.891430834910435,"orl"
"Apun",84,0.0406463,0.104629,"group",0.0639827,1.57413343896,"orl"
"K",84,2.09934,2.059845,"group",-0.0394950000000001,-0.0188130555317386,"orl"
"betaF",84,0.5005435,-2.03011,"group",-2.5306535,-5.05581133308094,"orl"
"betaP",84,-0.652987,0.586874,"group",1.239861,1.89875296139127,"orl"
"con",85,1.11329,2.462905,"group",1.349615,1.21227622632019,"orl"
"Arew",85,0.3652305,0.186417,"group",-0.1788135,-0.489590820043781,"orl"
"Apun",85,0.180442,0.0294805,"group",-0.1509615,-0.83662063156028,"orl"
"K",85,1.10006,2.050785,"group",0.950725,0.864248313728342,"orl"
"betaF",85,1.110785,0.209809,"group",-0.900976,-0.811116462681797,"orl"
"betaP",85,1.710255,0.706496,"group",-1.003759,-0.586906046174401,"orl"
"con",86,0.476997,0.434092,"group",-0.042905,-0.0899481548101979,"orl"
"Arew",86,0.5400165,0.623647,"group",0.0836305000000001,0.154866564262388,"orl"
"Apun",86,0.210902,0.1147635,"group",-0.0961385,-0.455844420631383,"orl"
"K",86,1.71587,2.56324,"group",0.84737,0.493842773636697,"orl"
"betaF",86,0.229813,0.1168355,"group",-0.1129775,-0.491606218969336,"orl"
"betaP",86,0.897247,0.1931795,"group",-0.7040675,-0.784697524761855,"orl"
"con",87,1.540635,2.07065,"group",0.530015,0.344023730474772,"orl"
"Arew",87,0.616828,0.6015545,"group",-0.0152734999999999,-0.0247613597307514,"orl"
"Apun",87,0.0571581,0.355617,"group",0.2984589,5.22163787809602,"orl"
"K",87,0.76947,0.568523,"group",-0.200947,-0.261149882386578,"orl"
"betaF",87,-0.03648865,-0.6040165,"group",-0.56752785,-15.5535447324031,"orl"
"betaP",87,1.135825,1.46764,"group",0.331815,0.292135672308674,"orl"
"con",88,1.444795,1.45096,"group",0.00616499999999975,0.00426704134496572,"orl"
"Arew",88,0.2667525,0.4171805,"group",0.150428,0.563923487127581,"orl"
"Apun",88,0.05121775,0.03062835,"group",-0.0205894,-0.401997354432789,"orl"
"K",88,2.652185,0.5726515,"group",-2.0795335,-0.78408312391481,"orl"
"betaF",88,0.597165,0.207459,"group",-0.389706,-0.652593504307855,"orl"
"betaP",88,-0.43794,1.312665,"group",1.750605,3.99736265241814,"orl"
"con",89,0.8670025,1.34416,"group",0.4771575,0.550353084333667,"orl"
"Arew",89,0.376049,0.534536,"group",0.158487,0.421453055319919,"orl"
"Apun",89,0.244925,0.0665185,"group",-0.1784065,-0.728412779422272,"orl"
"K",89,2.710795,0.438632,"group",-2.272163,-0.83819064149078,"orl"
"betaF",89,1.31988,-0.3368555,"group",-1.6567355,-1.25521676212989,"orl"
"betaP",89,0.0328711,0.9969485,"group",0.9640774,29.329027626091,"orl"
"con",90,1.258825,2.09547,"group",0.836645,0.664623756280658,"orl"
"Arew",90,0.186385,0.669968,"group",0.483583,2.59453818708587,"orl"
"Apun",90,0.0832923,0.0244985,"group",-0.0587938,-0.705873171949868,"orl"
"K",90,0.5835665,2.85512,"group",2.2715535,3.89253581211396,"orl"
"betaF",90,1.09579,-0.202314,"group",-1.298104,-1.18462844158096,"orl"
"betaP",90,-1.456445,-0.5453775,"group",0.9110675,0.625541987510685,"orl"
"con",91,1.658425,1.43109,"group",-0.227335,-0.137078854937667,"orl"
"Arew",91,0.1853355,0.736422,"group",0.5510865,2.97345354775529,"orl"
"Apun",91,0.110341,0.08490465,"group",-0.02543635,-0.2305249182081,"orl"
"K",91,0.5112315,2.441545,"group",1.9303135,3.77581095844055,"orl"
"betaF",91,0.2611585,-0.6038375,"group",-0.864996,-3.31214951839592,"orl"
"betaP",91,-1.085465,-0.519189,"group",0.566276,0.521689782719848,"orl"
"con",92,0.981068,1.91508,"group",0.934012,0.952035944501299,"orl"
"Arew",92,0.6517085,0.5556005,"group",-0.0961080000000001,-0.147470840107195,"orl"
"Apun",92,0.121324,0.258587,"group",0.137263,1.13137549042234,"orl"
"K",92,2.63665,0.5866225,"group",-2.0500275,-0.777512184021391,"orl"
"betaF",92,1.755805,-0.2732315,"group",-2.0290365,-1.1556160849297,"orl"
"betaP",92,-0.1907315,1.407575,"group",1.5983065,8.37987694743658,"orl"
"con",93,1.003345,1.35108,"group",0.347735,0.34657570426922,"orl"
"Arew",93,0.3994195,0.623277,"group",0.2238575,0.560457113385801,"orl"
"Apun",93,0.1371205,0.136391,"group",-0.000729500000000022,-0.00532013812668435,"orl"
"K",93,0.795009,0.548691,"group",-0.246318,-0.309830454749569,"orl"
"betaF",93,0.279721,-0.4368055,"group",-0.7165265,-2.56157564144272,"orl"
"betaP",93,1.920125,1.67134,"group",-0.248785,-0.129567085476206,"orl"
"con",94,1.357785,3.192905,"group",1.83512,1.35155418567741,"orl"
"Arew",94,0.1767435,0.389749,"group",0.2130055,1.20516737532073,"orl"
"Apun",94,0.1371355,0.0480012,"group",-0.0891343,-0.649972472481597,"orl"
"K",94,2.764535,2.74541,"group",-0.0191250000000003,-0.0069179807815782,"orl"
"betaF",94,1.52182,-0.1125845,"group",-1.6344045,-1.07398016848248,"orl"
"betaP",94,0.225785,0.366786,"group",0.141001,0.624492326771043,"orl"
"con",95,0.902452,1.438745,"group",0.536293,0.594262077096621,"orl"
"Arew",95,0.3455775,0.518773,"group",0.1731955,0.501177015286007,"orl"
"Apun",95,0.140858,0.07507185,"group",-0.06578615,-0.467038790839001,"orl"
"K",95,0.703424,0.5751755,"group",-0.1282485,-0.182320335956692,"orl"
"betaF",95,-0.03579485,-0.4760805,"group",-0.44028565,-12.300251293133,"orl"
"betaP",95,1.82059,1.250855,"group",-0.569735,-0.312939761286177,"orl"
"con",96,0.744608,0.7794065,"group",0.0347985000000001,0.046733986204822,"orl"
"Arew",96,0.2454805,0.690143,"group",0.4446625,1.81139642456325,"orl"
"Apun",96,0.458942,0.161315,"group",-0.297627,-0.648506782992186,"orl"
"K",96,1.704435,2.48211,"group",0.777675,0.456265566008677,"orl"
"betaF",96,-1.43002,-0.526049,"group",0.903971,0.632138711346694,"orl"
"betaP",96,0.973232,-0.432863,"group",-1.406095,-1.44476856494649,"orl"
"con",97,0.4852265,0.6694335,"group",0.184207,0.379630955852576,"orl"
"Arew",97,0.4950025,0.5304145,"group",0.035412,0.0715390326311483,"orl"
"Apun",97,0.2360945,0.0919763,"group",-0.1441182,-0.610425909964019,"orl"
"K",97,2.57317,2.458565,"group",-0.114605,-0.0445384486839191,"orl"
"betaF",97,0.439653,-0.3254895,"group",-0.7651425,-1.74033271693813,"orl"
"betaP",97,-0.162606,0.398621,"group",0.561227,3.45145320590876,"orl"
"con",98,1.180295,1.50883,"group",0.328535,0.278349904049411,"orl"
"Arew",98,0.50257,0.7134425,"group",0.2108725,0.419588316055475,"orl"
"Apun",98,0.181332,0.292751,"group",0.111419,0.614447532702446,"orl"
"K",98,2.535545,0.414307,"group",-2.121238,-0.836600415295331,"orl"
"betaF",98,1.058565,-1.135745,"group",-2.19431,-2.07291002441985,"orl"
"betaP",98,0.471801,2.55445,"group",2.082649,4.41425304312623,"orl"
"con",99,1.151995,0.9470645,"group",-0.2049305,-0.177891831127739,"orl"
"Arew",99,0.394591,0.620144,"group",0.225553,0.571612124959768,"orl"
"Apun",99,0.13883,0.1691685,"group",0.0303385,0.218529856659223,"orl"
"K",99,2.701965,0.26525,"group",-2.436715,-0.901830704690845,"orl"
"betaF",99,0.691253,-0.6171435,"group",-1.3083965,-1.89278961537961,"orl"
"betaP",99,0.3961895,1.614935,"group",1.2187455,3.07616809632764,"orl"
"con",100,1.33991,1.7169,"group",0.37699,0.281354717854184,"orl"
"Arew",100,0.266324,0.7115915,"group",0.4452675,1.67190151845121,"orl"
"Apun",100,0.1017415,0.0400585,"group",-0.061683,-0.606271777003484,"orl"
"K",100,0.5320875,2.84381,"group",2.3117225,4.34462846806211,"orl"
"betaF",100,0.8927455,-0.23195,"group",-1.1246955,-1.25981648745359,"orl"
"betaP",100,-1.7708,-0.3346285,"group",1.4361715,0.811029760560199,"orl"
"con",1,0.6836295,1.57637,"group",0.8927405,1.30588352316569,"vse"
"gain",1,0.5709115,0.5222125,"group",-0.048699,-0.0853004362322357,"vse"
"loss",1,1.367255,3.152735,"group",1.78548,1.30588661222669,"vse"
"decay",1,0.590271,0.572483,"group",-0.0177879999999999,-0.030135310730156,"vse"
"explore_alpha",1,0.6486155,0.5265045,"group",-0.122111,-0.188264079412225,"vse"
"explore_bonus",1,-3.021325,-0.911435,"group",2.10989,0.698332685162967,"vse"
"con",2,0.3995905,0.8251665,"group",0.425576,1.06503032479501,"vse"
"gain",2,0.4936045,0.536847,"group",0.0432425000000001,0.087605562753176,"vse"
"loss",2,0.7991805,1.650335,"group",0.8511545,1.06503411932598,"vse"
"decay",2,0.5588085,0.332903,"group",-0.2259055,-0.404262819910578,"vse"
"explore_alpha",2,0.605432,0.530104,"group",-0.075328,-0.124420248681933,"vse"
"explore_bonus",2,-3.49067,-1.43119,"group",2.05948,0.589995616887303,"vse"
"con",3,0.423823,0.4544415,"group",0.0306185,0.072243601692216,"vse"
"gain",3,0.3045895,0.395815,"group",0.0912255000000001,0.299503101715588,"vse"
"loss",3,0.847646,0.9088835,"group",0.0612375000000001,0.0722441915610999,"vse"
"decay",3,0.5230445,0.5940885,"group",0.071044,0.135827831092766,"vse"
"explore_alpha",3,0.112786,0.1572195,"group",0.0444335,0.393962903197205,"vse"
"explore_bonus",3,-5.141785,-4.8078,"group",0.333985,0.0649550691053788,"vse"
"con",4,0.609864,0.702017,"group",0.092153,0.1511041806042,"vse"
"gain",4,0.7307065,0.5827205,"group",-0.147986,-0.202524543027878,"vse"
"loss",4,1.219725,1.404035,"group",0.18431,0.151107831683371,"vse"
"decay",4,0.9325705,0.5369305,"group",-0.39564,-0.424246745956472,"vse"
"explore_alpha",4,0.4181585,0.1633645,"group",-0.254794,-0.609323976434773,"vse"
"explore_bonus",4,0.3235335,-0.843717,"group",-1.1672505,-3.60781959209788,"vse"
"con",5,0.392044,1.20143,"group",0.809386,2.06452847129404,"vse"
"gain",5,0.4337425,0.481852,"group",0.0481095,0.110917191651729,"vse"
"loss",5,0.784088,2.402855,"group",1.618767,2.06452209445878,"vse"
"decay",5,0.369525,0.603654,"group",0.234129,0.633594479399229,"vse"
"explore_alpha",5,0.491426,0.601997,"group",0.110571,0.225000305234155,"vse"
"explore_bonus",5,-2.45753,-0.643746,"group",1.813784,0.738051620936469,"vse"
"con",6,0.349426,1.997315,"group",1.647889,4.71598850686554,"vse"
"gain",6,0.3387425,0.651508,"group",0.3127655,0.923313431293682,"vse"
"loss",6,0.6988525,3.99462,"group",3.2957675,4.71597010814156,"vse"
"decay",6,0.5119025,0.5914715,"group",0.0795689999999999,0.155437803097269,"vse"
"explore_alpha",6,0.494169,0.5050455,"group",0.0108765000000001,0.0220096768514416,"vse"
"explore_bonus",6,-1.203595,-0.0696485,"group",1.1339465,0.942132943390426,"vse"
"con",7,0.426321,0.5015615,"group",0.0752405,0.176487904654005,"vse"
"gain",7,0.4878775,0.4072985,"group",-0.080579,-0.165162361453439,"vse"
"loss",7,0.8526425,1.00312,"group",0.1504775,0.176483696273643,"vse"
"decay",7,0.588335,0.525715,"group",-0.06262,-0.106435959104932,"vse"
"explore_alpha",7,0.215088,0.1995945,"group",-0.0154935,-0.0720333072974782,"vse"
"explore_bonus",7,-2.38318,-3.04259,"group",-0.65941,-0.276693325724452,"vse"
"con",8,1.027745,0.8643145,"group",-0.1634305,-0.159018530861254,"vse"
"gain",8,0.504029,0.613833,"group",0.109804,0.217852544198845,"vse"
"loss",8,2.055495,1.72863,"group",-0.326865,-0.159020090051302,"vse"
"decay",8,0.5321155,0.262443,"group",-0.2696725,-0.506793168024611,"vse"
"explore_alpha",8,0.226098,0.3299965,"group",0.1038985,0.459528611487054,"vse"
"explore_bonus",8,-1.04721,-1.33796,"group",-0.29075,-0.277642497684323,"vse"
"con",9,0.7667045,0.579128,"group",-0.1875765,-0.244652926909911,"vse"
"gain",9,0.4701695,0.565038,"group",0.0948685,0.201775104510182,"vse"
"loss",9,1.533405,1.158255,"group",-0.37515,-0.244651608674812,"vse"
"decay",9,0.5489055,0.4134385,"group",-0.135467,-0.246794757931921,"vse"
"explore_alpha",9,0.4362545,0.388706,"group",-0.0475485,-0.108992571996392,"vse"
"explore_bonus",9,0.1370785,0.2884625,"group",0.151384,1.1043599105622,"vse"
"con",10,0.532314,0.8051195,"group",0.2728055,0.512489808646776,"vse"
"gain",10,0.3666295,0.487352,"group",0.1207225,0.329276558487519,"vse"
"loss",10,1.06463,1.61024,"group",0.54561,0.512487906596658,"vse"
"decay",10,0.495819,0.3297635,"group",-0.1660555,-0.334911530215663,"vse"
"explore_alpha",10,0.21665,0.211385,"group",-0.00526500000000002,-0.0243018693745674,"vse"
"explore_bonus",10,4.394075,2.08695,"group",-2.307125,-0.525053623345073,"vse"
"con",11,0.5906975,0.5175445,"group",-0.073153,-0.123841729480826,"vse"
"gain",11,0.4680725,0.5261085,"group",0.058036,0.123989339258341,"vse"
"loss",11,1.181395,1.03509,"group",-0.146305,-0.123840883023883,"vse"
"decay",11,0.4419355,0.4623085,"group",0.020373,0.0460994873686319,"vse"
"explore_alpha",11,0.125741,0.474116,"group",0.348375,2.77057602532189,"vse"
"explore_bonus",11,-1.638735,-2.47455,"group",-0.835815,-0.510036705141466,"vse"
"con",12,0.5187545,0.5124035,"group",-0.006351,-0.0122427853637896,"vse"
"gain",12,0.4774495,0.459879,"group",-0.0175704999999999,-0.0368007506553048,"vse"
"loss",12,1.03751,1.02481,"group",-0.0126999999999999,-0.012240845871365,"vse"
"decay",12,0.4897865,0.4754345,"group",-0.014352,-0.0293025634638767,"vse"
"explore_alpha",12,0.7003185,0.6188705,"group",-0.0814480000000001,-0.116301368591577,"vse"
"explore_bonus",12,-2.64997,-3.178795,"group",-0.528825,-0.199558862930524,"vse"
"con",13,0.310441,0.414745,"group",0.104304,0.335986548168573,"vse"
"gain",13,0.326895,0.4436995,"group",0.1168045,0.357315039997553,"vse"
"loss",13,0.620882,0.82949,"group",0.208608,0.335986548168573,"vse"
"decay",13,0.8083685,0.5644595,"group",-0.243909,-0.301729965974676,"vse"
"explore_alpha",13,0.4424795,0.577691,"group",0.1352115,0.305576868532892,"vse"
"explore_bonus",13,2.268375,2.752515,"group",0.48414,0.213430319061002,"vse"
"con",14,0.4219795,0.3686425,"group",-0.053337,-0.126397135405867,"vse"
"gain",14,0.7554735,0.3783175,"group",-0.377156,-0.499231276808518,"vse"
"loss",14,0.8439585,0.737284,"group",-0.1066745,-0.126397802735561,"vse"
"decay",14,0.979758,0.9698805,"group",-0.00987749999999998,-0.0100815711634914,"vse"
"explore_alpha",14,0.778777,0.50987,"group",-0.268907,-0.345293967335964,"vse"
"explore_bonus",14,1.71837,0.4053365,"group",-1.3130335,-0.764115702671718,"vse"
"con",15,0.690842,0.697282,"group",0.00644,0.00932195784274842,"vse"
"gain",15,0.491444,0.413187,"group",-0.078257,-0.159238895988149,"vse"
"loss",15,1.381685,1.394565,"group",0.01288,0.00932195109594445,"vse"
"decay",15,0.415481,0.4186255,"group",0.00314449999999999,0.00756833645822551,"vse"
"explore_alpha",15,0.53565,0.505182,"group",-0.0304679999999999,-0.056880425651078,"vse"
"explore_bonus",15,3.136495,3.017825,"group",-0.11867,-0.037835226901366,"vse"
"con",16,0.78625,1.02705,"group",0.2408,0.306263910969793,"vse"
"gain",16,0.5933045,0.630146,"group",0.0368415000000002,0.0620954332893147,"vse"
"loss",16,1.5725,2.054105,"group",0.481605,0.306267090620032,"vse"
"decay",16,0.3714975,0.2927365,"group",-0.078761,-0.212009502082787,"vse"
"explore_alpha",16,0.639988,0.645446,"group",0.00545799999999996,0.00852828490534192,"vse"
"explore_bonus",16,-1.34162,-0.7221035,"group",0.6195165,0.461767490049343,"vse"
"con",17,0.380721,0.4279865,"group",0.0472655,0.124147341491538,"vse"
"gain",17,0.404116,0.374648,"group",-0.029468,-0.0729196567322255,"vse"
"loss",17,0.7614415,0.855973,"group",0.0945314999999999,0.124148079662062,"vse"
"decay",17,0.527746,0.504017,"group",-0.0237290000000001,-0.0449629177672595,"vse"
"explore_alpha",17,0.3294635,0.31676,"group",-0.0127035,-0.0385581407348613,"vse"
"explore_bonus",17,-1.541425,-1.53622,"group",0.00520499999999968,0.00337674554389586,"vse"
"con",18,1.162305,1.446215,"group",0.28391,0.244264629335674,"vse"
"gain",18,0.4475665,0.6888115,"group",0.241245,0.539014872650209,"vse"
"loss",18,2.324605,2.89243,"group",0.567825,0.244267305628268,"vse"
"decay",18,0.625877,0.3137245,"group",-0.3121525,-0.498744162191613,"vse"
"explore_alpha",18,0.2128495,0.561051,"group",0.3482015,1.63590471201483,"vse"
"explore_bonus",18,-1.216265,-0.8594035,"group",0.3568615,0.293407686647236,"vse"
"con",19,0.389097,0.566112,"group",0.177015,0.454937971765395,"vse"
"gain",19,0.488798,0.4715045,"group",-0.0172935,-0.0353796455795645,"vse"
"loss",19,0.7781935,1.13222,"group",0.3540265,0.454933766473249,"vse"
"decay",19,0.874636,0.3950245,"group",-0.4796115,-0.548355544477931,"vse"
"explore_alpha",19,0.790932,0.597037,"group",-0.193895,-0.245147496877102,"vse"
"explore_bonus",19,2.987345,1.75428,"group",-1.233065,-0.412762837904561,"vse"
"con",20,0.3761645,0.4962225,"group",0.120058,0.319163557432985,"vse"
"gain",20,0.403569,0.406194,"group",0.00262499999999999,0.00650446392066781,"vse"
"loss",20,0.752329,0.992445,"group",0.240116,0.319163557432985,"vse"
"decay",20,0.48638,0.4115905,"group",-0.0747895000000001,-0.153767630247954,"vse"
"explore_alpha",20,0.6734385,0.671448,"group",-0.00199050000000001,-0.0029557264694549,"vse"
"explore_bonus",20,-3.706645,-3.80211,"group",-0.0954649999999999,-0.025755096590043,"vse"
"con",21,0.3897555,0.7514745,"group",0.361719,0.928066441653806,"vse"
"gain",21,0.4310095,0.489673,"group",0.0586635,0.13610720877382,"vse"
"loss",21,0.779511,1.50295,"group",0.723439,0.92806772450934,"vse"
"decay",21,0.5362875,0.402297,"group",-0.1339905,-0.249848262359276,"vse"
"explore_alpha",21,0.6219475,0.6468785,"group",0.024931,0.0400853769811761,"vse"
"explore_bonus",21,-2.87991,-1.43074,"group",1.44917,0.503199752770052,"vse"
"con",22,0.339677,0.4420025,"group",0.1023255,0.30124353429876,"vse"
"gain",22,0.436555,0.5142695,"group",0.0777145,0.178017661004914,"vse"
"loss",22,0.679355,0.8840045,"group",0.2046495,0.301240882896277,"vse"
"decay",22,0.8428105,0.5803435,"group",-0.262467,-0.311418759021156,"vse"
"explore_alpha",22,0.4610865,0.4131425,"group",-0.047944,-0.103980489561069,"vse"
"explore_bonus",22,-3.71766,-3.81586,"group",-0.0981999999999998,-0.0264144650129382,"vse"
"con",23,0.469098,0.980832,"group",0.511734,1.09088932376604,"vse"
"gain",23,0.440757,0.589888,"group",0.149131,0.338351971721379,"vse"
"loss",23,0.938196,1.961665,"group",1.023469,1.0908903896414,"vse"
"decay",23,0.65397,0.3260715,"group",-0.3278985,-0.501396853066654,"vse"
"explore_alpha",23,0.4515565,0.4493025,"group",-0.00225400000000003,-0.00499162341811054,"vse"
"explore_bonus",23,0.4898265,0.02133585,"group",-0.46849065,-0.956442025901008,"vse"
"con",24,0.4561535,0.3668735,"group",-0.08928,-0.195723588660396,"vse"
"gain",24,0.5036265,0.4646125,"group",-0.039014,-0.0774661381003581,"vse"
"loss",24,0.9123075,0.7337465,"group",-0.178561,-0.195724577513612,"vse"
"decay",24,0.64595,0.527563,"group",-0.118387,-0.183275795340197,"vse"
