"parameter","subject_id","true_value","recovered_value","parameter_type","error","relative_error","model"
"con",24,0.532183,0.630091,"group",0.097908,0.183974309588995,"pvldecay"
"gain",24,1.30353,1.371435,"group",0.0679050000000001,0.0520931624128329,"pvldecay"
"loss",24,5.7286,4.377785,"group",-1.350815,-0.235801941137451,"pvldecay"
"decay",24,0.8501635,0.7603765,"group",-0.0897870000000001,-0.105611450032847,"pvldecay"
"con",25,1.20069,1.427085,"group",0.226395,0.188554081403193,"pvldecay"
"gain",25,0.2253835,0.477073,"group",0.2516895,1.11671661856347,"pvldecay"
"loss",25,0.6952595,0.5279635,"group",-0.167296,-0.240623824629509,"pvldecay"
"decay",25,0.737147,0.614797,"group",-0.12235,-0.165977749349858,"pvldecay"
"con",26,0.579009,0.587726,"group",0.00871699999999997,0.0150550336868684,"pvldecay"
"gain",26,0.347973,0.372648,"group",0.024675,0.0709106741040253,"pvldecay"
"loss",26,1.203145,1.665905,"group",0.46276,0.384625294540558,"pvldecay"
"decay",26,0.225191,0.2653895,"group",0.0401985,0.178508466146516,"pvldecay"
"con",27,0.8322845,0.974746,"group",0.1424615,0.171169233597406,"pvldecay"
"gain",27,0.210602,0.4101735,"group",0.1995715,0.947623954188469,"pvldecay"
"loss",27,0.5164665,0.625474,"group",0.1090075,0.211064028354211,"pvldecay"
"decay",27,0.3330965,0.2698935,"group",-0.063203,-0.189743812979122,"pvldecay"
"con",28,0.441143,0.474632,"group",0.033489,0.0759141593542231,"pvldecay"
"gain",28,0.7087865,0.9477045,"group",0.238918,0.337080347890373,"pvldecay"
"loss",28,1.427795,2.48845,"group",1.060655,0.7428622456305,"pvldecay"
"decay",28,0.4346035,0.6589065,"group",0.224303,0.516109511313185,"pvldecay"
"con",29,0.865774,1.227675,"group",0.361901,0.418008625807659,"pvldecay"
"gain",29,1.444305,1.01257,"group",-0.431735,-0.298922319039261,"pvldecay"
"loss",29,6.76439,6.54299,"group",-0.221400000000001,-0.0327302240113301,"pvldecay"
"decay",29,0.5422945,0.6426685,"group",0.100374,0.185091311086504,"pvldecay"
"con",30,0.7885165,0.8570575,"group",0.068541,0.0869239895423875,"pvldecay"
"gain",30,0.471605,0.5493475,"group",0.0777425,0.164846640726879,"pvldecay"
"loss",30,1.010725,1.179235,"group",0.16851,0.166721907541616,"pvldecay"
"decay",30,0.339446,0.4145765,"group",0.0751305,0.221332700930339,"pvldecay"
"con",31,1.066515,1.04727,"group",-0.0192449999999997,-0.0180447532383508,"pvldecay"
"gain",31,0.5756695,0.584195,"group",0.00852549999999996,0.01480971286476,"pvldecay"
"loss",31,1.484355,1.053255,"group",-0.4311,-0.290429176308902,"pvldecay"
"decay",31,0.1037235,0.1333805,"group",0.029657,0.28592363350639,"pvldecay"
"con",32,0.287856,0.50164,"group",0.213784,0.742676894002557,"pvldecay"
"gain",32,0.2315705,0.284128,"group",0.0525575,0.226961119831757,"pvldecay"
"loss",32,2.211995,1.288275,"group",-0.92372,-0.417595880641683,"pvldecay"
"decay",32,0.03844605,0.0900904,"group",0.05164435,1.34329404451173,"pvldecay"
"con",33,0.4700955,0.6191695,"group",0.149074,0.317114288479681,"pvldecay"
"gain",33,0.386156,0.5660195,"group",0.1798635,0.465779374138949,"pvldecay"
"loss",33,6.48487,4.59002,"group",-1.89485,-0.292195525893349,"pvldecay"
"decay",33,0.481606,0.5270335,"group",0.0454275000000001,0.0943250291732247,"pvldecay"
"con",34,0.2681985,0.5085055,"group",0.240307,0.896004265497384,"pvldecay"
"gain",34,0.58249,1.270105,"group",0.687615,1.18047520129101,"pvldecay"
"loss",34,4.41962,3.556045,"group",-0.863575,-0.195395758006344,"pvldecay"
"decay",34,0.44328,0.6749585,"group",0.2316785,0.52264595740841,"pvldecay"
"con",35,0.968929,0.7771795,"group",-0.1917495,-0.197898401224445,"pvldecay"
"gain",35,0.912316,0.665732,"group",-0.246584,-0.270283542106025,"pvldecay"
"loss",35,0.268428,0.680331,"group",0.411903,1.53450087174214,"pvldecay"
"decay",35,0.12544,0.1150085,"group",-0.0104315,-0.0831592793367347,"pvldecay"
"con",36,0.263489,0.336496,"group",0.073007,0.277077980484954,"pvldecay"
"gain",36,0.3629395,0.6248085,"group",0.261869,0.721522457599683,"pvldecay"
"loss",36,1.93239,2.27124,"group",0.33885,0.175352801453123,"pvldecay"
"decay",36,0.1963445,0.563749,"group",0.3674045,1.87122379287426,"pvldecay"
"con",37,1.469555,1.409285,"group",-0.06027,-0.041012415323006,"pvldecay"
"gain",37,0.355257,0.2845135,"group",-0.0707435000000001,-0.199133303495779,"pvldecay"
"loss",37,0.384247,0.7889435,"group",0.4046965,1.05321967380357,"pvldecay"
"decay",37,0.4223905,0.384173,"group",-0.0382175,-0.0904790709071345,"pvldecay"
"con",38,0.501966,0.628444,"group",0.126478,0.25196527254834,"pvldecay"
"gain",38,0.475775,0.517681,"group",0.0419060000000001,0.0880794493195315,"pvldecay"
"loss",38,0.9531315,0.826542,"group",-0.1265895,-0.132814307364724,"pvldecay"
"decay",38,0.0790697,0.102296,"group",0.0232263,0.293744632899834,"pvldecay"
"con",39,0.7772085,0.8863555,"group",0.109147,0.14043464527215,"pvldecay"
"gain",39,0.543092,0.757668,"group",0.214576,0.395100645931076,"pvldecay"
"loss",39,1.67159,1.1688,"group",-0.50279,-0.300785479692987,"pvldecay"
"decay",39,0.06965915,0.07271095,"group",0.00305179999999999,0.0438104685457688,"pvldecay"
"con",40,0.4876195,0.8664365,"group",0.378817,0.776870080052172,"pvldecay"
"gain",40,0.260334,0.464318,"group",0.203984,0.7835472892515,"pvldecay"
"loss",40,1.420595,0.992551,"group",-0.428044,-0.301313182152549,"pvldecay"
"decay",40,0.1159865,0.291713,"group",0.1757265,1.51505994232087,"pvldecay"
"con",41,0.449587,0.4423355,"group",-0.00725150000000002,-0.0161292475093809,"pvldecay"
"gain",41,0.396408,0.587719,"group",0.191311,0.482611349922302,"pvldecay"
"loss",41,0.6361245,1.325025,"group",0.6889005,1.08296489130665,"pvldecay"
"decay",41,0.105867,0.453315,"group",0.347448,3.28192921306923,"pvldecay"
"con",42,0.2315635,0.5014795,"group",0.269916,1.1656241160632,"pvldecay"
"gain",42,0.588646,1.070705,"group",0.482059,0.81892852410447,"pvldecay"
"loss",42,1.577585,2.03665,"group",0.459065,0.290992244474941,"pvldecay"
"decay",42,0.509356,0.6726905,"group",0.1633345,0.320668648253873,"pvldecay"
"con",43,0.695818,0.809091,"group",0.113273,0.16279113216387,"pvldecay"
"gain",43,0.2758225,0.304952,"group",0.0291295,0.105609585874974,"pvldecay"
"loss",43,1.729325,2.173255,"group",0.44393,0.256707096699579,"pvldecay"
"decay",43,0.1680355,0.1318905,"group",-0.036145,-0.215103356136055,"pvldecay"
"con",44,0.682482,0.78498,"group",0.102498,0.150184180681688,"pvldecay"
"gain",44,0.4079915,0.287151,"group",-0.1208405,-0.296183866575652,"pvldecay"
"loss",44,2.162505,2.218625,"group",0.0561199999999999,0.0259513850835027,"pvldecay"
"decay",44,0.06611375,0.100034,"group",0.03392025,0.513058932521601,"pvldecay"
"con",45,0.187945,0.480849,"group",0.292904,1.55845593125648,"pvldecay"
"gain",45,0.8734315,1.38251,"group",0.5090785,0.582848798102656,"pvldecay"
"loss",45,1.482635,2.638345,"group",1.15571,0.779497313903961,"pvldecay"
"decay",45,0.5627425,0.392694,"group",-0.1700485,-0.302178172076927,"pvldecay"
"con",46,1.25106,0.9870855,"group",-0.2639745,-0.211000671430627,"pvldecay"
"gain",46,0.395277,0.320517,"group",-0.07476,-0.189133190142609,"pvldecay"
"loss",46,0.553523,0.6870665,"group",0.1335435,0.241260977411959,"pvldecay"
"decay",46,0.6430215,0.4390895,"group",-0.203932,-0.317146471774272,"pvldecay"
"con",47,1.584265,1.102855,"group",-0.48141,-0.303869617772279,"pvldecay"
"gain",47,0.6803965,0.3551405,"group",-0.325256,-0.478038908195442,"pvldecay"
"loss",47,0.664604,1.33876,"group",0.674156,1.01437246841728,"pvldecay"
"decay",47,0.362775,0.379097,"group",0.016322,0.0449920749776032,"pvldecay"
"con",48,0.330893,0.469441,"group",0.138548,0.418709371307341,"pvldecay"
"gain",48,0.8271915,1.06518,"group",0.2379885,0.287706655593052,"pvldecay"
"loss",48,5.392705,2.523455,"group",-2.86925,-0.532061368088927,"pvldecay"
"decay",48,0.736053,0.607187,"group",-0.128866,-0.175077066461247,"pvldecay"
"con",49,1.08225,1.056025,"group",-0.0262250000000002,-0.0242319242319244,"pvldecay"
"gain",49,0.164278,0.179395,"group",0.015117,0.0920208427178319,"pvldecay"
"loss",49,0.554405,0.5539955,"group",-0.000409500000000063,-0.000738629702113189,"pvldecay"
"decay",49,0.57256,0.457372,"group",-0.115188,-0.201180662288668,"pvldecay"
"con",50,0.7375145,0.847051,"group",0.1095365,0.148521147719807,"pvldecay"
"gain",50,0.433581,0.299186,"group",-0.134395,-0.309965150686954,"pvldecay"
"loss",50,1.78569,1.395045,"group",-0.390645,-0.218764175192783,"pvldecay"
"decay",50,0.1617725,0.29971,"group",0.1379375,0.852663462578622,"pvldecay"
"con",51,1.41601,1.35152,"group",-0.0644900000000002,-0.0455434636761041,"pvldecay"
"gain",51,0.573655,0.5944905,"group",0.0208355,0.0363206108200922,"pvldecay"
"loss",51,1.133455,1.283665,"group",0.15021,0.132524008452034,"pvldecay"
"decay",51,0.1712945,0.15635,"group",-0.0149445,-0.087244482455654,"pvldecay"
"con",52,0.819853,0.622343,"group",-0.19751,-0.24090904101101,"pvldecay"
"gain",52,0.399481,0.344597,"group",-0.054884,-0.137388261268997,"pvldecay"
"loss",52,0.7945105,1.71208,"group",0.9175695,1.1548865622292,"pvldecay"
"decay",52,0.3148255,0.3387135,"group",0.023888,0.075876954058677,"pvldecay"
"con",53,0.954829,1.21623,"group",0.261401,0.273767344728742,"pvldecay"
"gain",53,0.4596275,0.6782285,"group",0.218601,0.475604701633388,"pvldecay"
"loss",53,0.3632375,0.686729,"group",0.3234915,0.89057847826835,"pvldecay"
"decay",53,0.4476665,0.716133,"group",0.2684665,0.599702010313481,"pvldecay"
"con",54,0.334194,0.299772,"group",-0.034422,-0.103000053860931,"pvldecay"
"gain",54,1.00405,0.7786095,"group",-0.2254405,-0.224531148847169,"pvldecay"
"loss",54,2.625835,2.009445,"group",-0.61639,-0.234740568238294,"pvldecay"
"decay",54,0.648064,0.539232,"group",-0.108832,-0.167934031206794,"pvldecay"
"con",55,0.7161695,0.8338535,"group",0.117684,0.164324227714249,"pvldecay"
"gain",55,0.620264,0.486929,"group",-0.133335,-0.214964918163878,"pvldecay"
"loss",55,0.655468,0.618609,"group",-0.036859,-0.0562331036755417,"pvldecay"
"decay",55,0.121362,0.187165,"group",0.065803,0.542204314365287,"pvldecay"
"con",56,0.7120375,1.029165,"group",0.3171275,0.445380334603163,"pvldecay"
"gain",56,0.821736,0.8978685,"group",0.0761324999999999,0.0926483688191827,"pvldecay"
"loss",56,1.06706,1.089725,"group",0.0226649999999999,0.0212406050268963,"pvldecay"
"decay",56,0.03326875,0.04464945,"group",0.0113807,0.342083787337967,"pvldecay"
"con",57,0.7506995,0.706135,"group",-0.0445645,-0.0593639665405399,"pvldecay"
"gain",57,0.5221185,0.3861895,"group",-0.135929,-0.260341282678166,"pvldecay"
"loss",57,0.5759155,0.4928235,"group",-0.0830920000000001,-0.144278110243604,"pvldecay"
"decay",57,0.0980092,0.1159885,"group",0.0179793,0.183445023528403,"pvldecay"
"con",58,1.147195,1.651285,"group",0.50409,0.439410910961083,"pvldecay"
"gain",58,0.7245625,0.878871,"group",0.1543085,0.212967825411886,"pvldecay"
"loss",58,0.732868,0.575153,"group",-0.157715,-0.215202464836778,"pvldecay"
"decay",58,0.09936285,0.164343,"group",0.06498015,0.653968258760694,"pvldecay"
"con",59,1.15873,1.25309,"group",0.09436,0.08143398375808,"pvldecay"
"gain",59,1.097915,1.271675,"group",0.17376,0.158263617857485,"pvldecay"
"loss",59,1.09502,0.694666,"group",-0.400354,-0.365613413453635,"pvldecay"
"decay",59,0.02489305,0.03152975,"group",0.0066367,0.266608551382816,"pvldecay"
"con",60,0.541204,0.794755,"group",0.253551,0.468494320071544,"pvldecay"
"gain",60,1.06428,1.517675,"group",0.453395,0.426011012139662,"pvldecay"
"loss",60,6.386395,4.139835,"group",-2.24656,-0.351772792005506,"pvldecay"
"decay",60,0.7182405,0.5511175,"group",-0.167123,-0.232683899056096,"pvldecay"
"con",61,1.0864,0.980147,"group",-0.106253,-0.0978028350515464,"pvldecay"
"gain",61,0.6047985,0.514396,"group",-0.0904024999999999,-0.149475403791511,"pvldecay"
"loss",61,1.460585,1.84945,"group",0.388865,0.266239212370386,"pvldecay"
"decay",61,0.228036,0.157344,"group",-0.070692,-0.310003683628901,"pvldecay"
"con",62,1.11667,0.891223,"group",-0.225447,-0.201892233157513,"pvldecay"
"gain",62,1.002315,0.98025,"group",-0.0220650000000001,-0.0220140375031802,"pvldecay"
"loss",62,0.988672,1.711475,"group",0.722803,0.731084727796479,"pvldecay"
"decay",62,0.05297055,0.05923375,"group",0.0062632,0.118239285791822,"pvldecay"
"con",63,1.319365,1.862505,"group",0.54314,0.411667734099359,"pvldecay"
"gain",63,0.260437,0.658897,"group",0.39846,1.52996694018131,"pvldecay"
"loss",63,0.483451,0.359071,"group",-0.12438,-0.25727529780681,"pvldecay"
"decay",63,0.6446265,0.61793,"group",-0.0266965,-0.0414139040203901,"pvldecay"
"con",64,0.701988,0.7904415,"group",0.0884535,0.126004290671635,"pvldecay"
"gain",64,0.230051,0.2491,"group",0.019049,0.0828033783813154,"pvldecay"
"loss",64,1.0698,2.087835,"group",1.018035,0.951612450925407,"pvldecay"
"decay",64,0.3218995,0.387525,"group",0.0656255,0.203869530707566,"pvldecay"
"con",65,0.2941025,0.7480195,"group",0.453917,1.54339728496018,"pvldecay"
"gain",65,0.321646,0.757556,"group",0.43591,1.35524769467054,"pvldecay"
"loss",65,5.30852,2.433215,"group",-2.875305,-0.54163966604628,"pvldecay"
"decay",65,0.4445495,0.6538695,"group",0.20932,0.470858700774604,"pvldecay"
"con",66,0.7517005,0.623776,"group",-0.1279245,-0.170180144884831,"pvldecay"
"gain",66,1.28888,1.34293,"group",0.0540500000000002,0.0419356340388556,"pvldecay"
"loss",66,3.82755,3.829035,"group",0.00148500000000018,0.000387976643022346,"pvldecay"
"decay",66,0.8015705,0.722911,"group",-0.0786594999999999,-0.0981317301472545,"pvldecay"
"con",67,0.612078,0.7606045,"group",0.1485265,0.242659432294577,"pvldecay"
"gain",67,0.380897,0.4797895,"group",0.0988925,0.259630556292121,"pvldecay"
"loss",67,2.121815,1.95055,"group",-0.171265,-0.0807162735676766,"pvldecay"
"decay",67,0.1316625,0.205377,"group",0.0737145,0.559874679578467,"pvldecay"
"con",68,0.4417955,0.695422,"group",0.2536265,0.574081220836337,"pvldecay"
"gain",68,0.845337,0.7775135,"group",-0.0678235,-0.0802324989915265,"pvldecay"
"loss",68,5.530785,3.17414,"group",-2.356645,-0.426095933940661,"pvldecay"
"decay",68,0.719774,0.397177,"group",-0.322597,-0.448192071400189,"pvldecay"
"con",69,1.07859,1.205345,"group",0.126755,0.117519168544118,"pvldecay"
"gain",69,0.296082,0.466278,"group",0.170196,0.574827243804081,"pvldecay"
"loss",69,0.507327,0.763419,"group",0.256092,0.50478685344955,"pvldecay"
"decay",69,0.3972225,0.362865,"group",-0.0343575,-0.0864943451088497,"pvldecay"
"con",70,0.2590875,0.395541,"group",0.1364535,0.526669561441598,"pvldecay"
"gain",70,0.4113595,1.139335,"group",0.7279755,1.76968199348745,"pvldecay"
"loss",70,2.8428,2.47816,"group",-0.36464,-0.12826790488251,"pvldecay"
"decay",70,0.429316,0.6480255,"group",0.2187095,0.509437104603602,"pvldecay"
"con",71,0.3102375,1.124895,"group",0.8146575,2.62591562915508,"pvldecay"
"gain",71,0.238321,1.003775,"group",0.765454,3.21186131310292,"pvldecay"
"loss",71,2.54879,2.23199,"group",-0.316800000000001,-0.124294272968742,"pvldecay"
"decay",71,0.113655,0.2689695,"group",0.1553145,1.36654348686815,"pvldecay"
"con",72,0.220326,0.3612025,"group",0.1408765,0.639400252353331,"pvldecay"
"gain",72,0.6384565,1.073235,"group",0.4347785,0.680983747522345,"pvldecay"
"loss",72,4.45168,2.533015,"group",-1.918665,-0.430997960320598,"pvldecay"
"decay",72,0.6106285,0.7537745,"group",0.143146,0.234424040148798,"pvldecay"
"con",73,0.5860105,0.6275805,"group",0.0415700000000001,0.0709372954921458,"pvldecay"
"gain",73,0.4664665,0.339803,"group",-0.1266635,-0.271538256230619,"pvldecay"
"loss",73,0.8600775,1.161355,"group",0.3012775,0.350291107487406,"pvldecay"
"decay",73,0.116831,0.1082405,"group",-0.00859049999999999,-0.0735292858915869,"pvldecay"
"con",74,0.7848585,0.9390645,"group",0.154206,0.196476180101254,"pvldecay"
"gain",74,0.253886,0.265935,"group",0.012049,0.0474583080595229,"pvldecay"
"loss",74,1.09917,1.24679,"group",0.14762,0.134301336462968,"pvldecay"
"decay",74,0.2779175,0.358637,"group",0.0807194999999999,0.290444106614373,"pvldecay"
"con",75,0.4194755,0.6376035,"group",0.218128,0.520001764107797,"pvldecay"
"gain",75,0.7869265,1.064485,"group",0.2775585,0.352712102083231,"pvldecay"
"loss",75,5.029185,3.709785,"group",-1.3194,-0.262348670808491,"pvldecay"
"decay",75,0.777047,0.6582715,"group",-0.1187755,-0.152854975310374,"pvldecay"
"con",76,0.350877,0.5373195,"group",0.1864425,0.531361417248779,"pvldecay"
"gain",76,0.936826,1.108695,"group",0.171869,0.183458828000077,"pvldecay"
"loss",76,3.142045,2.597845,"group",-0.5442,-0.173199301728651,"pvldecay"
"decay",76,0.670478,0.744661,"group",0.074183,0.110641959915165,"pvldecay"
"con",77,0.4734905,0.762833,"group",0.2893425,0.611084066100587,"pvldecay"
"gain",77,0.342809,0.4861685,"group",0.1433595,0.418190595929512,"pvldecay"
"loss",77,0.855119,0.7196795,"group",-0.1354395,-0.158386727461324,"pvldecay"
"decay",77,0.1137325,0.2188915,"group",0.105159,0.924616974039962,"pvldecay"
"con",78,0.904971,1.12161,"group",0.216639,0.239387781486921,"pvldecay"
"gain",78,0.2870875,0.314488,"group",0.0274005,0.0954430269517133,"pvldecay"
"loss",78,0.585675,0.701507,"group",0.115832,0.197775216630384,"pvldecay"
"decay",78,0.6399295,0.6681275,"group",0.0281979999999999,0.0440642289502202,"pvldecay"
"con",79,0.5905595,0.716276,"group",0.1257165,0.212876941273487,"pvldecay"
"gain",79,0.4481155,0.495228,"group",0.0471125,0.105134725310774,"pvldecay"
"loss",79,1.783055,1.508705,"group",-0.27435,-0.153865135960472,"pvldecay"
"decay",79,0.1185805,0.1660145,"group",0.047434,0.400015179561564,"pvldecay"
"con",80,0.8398855,0.8179705,"group",-0.0219150000000001,-0.0260928424172106,"pvldecay"
"gain",80,1.27653,1.249865,"group",-0.0266649999999999,-0.0208886590992769,"pvldecay"
"loss",80,6.55005,5.02001,"group",-1.53004,-0.233592109983893,"pvldecay"
"decay",80,0.751411,0.660404,"group",-0.0910070000000001,-0.121114809338698,"pvldecay"
"con",81,0.520896,0.7739765,"group",0.2530805,0.485856101793832,"pvldecay"
"gain",81,0.510141,0.6544855,"group",0.1443445,0.282950203963218,"pvldecay"
"loss",81,3.41582,2.6035,"group",-0.81232,-0.237811125878998,"pvldecay"
"decay",81,0.1126335,0.1644515,"group",0.051818,0.460058508347872,"pvldecay"
"con",82,0.3001605,0.538146,"group",0.2379855,0.792860819461588,"pvldecay"
"gain",82,0.6331865,1.167565,"group",0.5343785,0.843951189736358,"pvldecay"
"loss",82,2.824105,3.284255,"group",0.46015,0.162936576366672,"pvldecay"
"decay",82,0.5408055,0.7161905,"group",0.175385,0.324303284637453,"pvldecay"
"con",83,0.3490225,0.434847,"group",0.0858245,0.245899619652028,"pvldecay"
"gain",83,0.5210515,0.679068,"group",0.1580165,0.303264648504035,"pvldecay"
"loss",83,0.994442,1.443515,"group",0.449073,0.45158289774567,"pvldecay"
"decay",83,0.414875,0.537883,"group",0.123008,0.296494124736366,"pvldecay"
"con",84,0.278688,0.3263975,"group",0.0477095,0.171193234010794,"pvldecay"
"gain",84,0.4524855,0.7621905,"group",0.309705,0.684452871970483,"pvldecay"
"loss",84,1.76972,2.24519,"group",0.47547,0.26866962005289,"pvldecay"
"decay",84,0.5884145,0.240456,"group",-0.3479585,-0.591349295437145,"pvldecay"
"con",85,1.663555,1.4255,"group",-0.238055,-0.143100168013682,"pvldecay"
"gain",85,0.315409,0.22939,"group",-0.086019,-0.272722084658333,"pvldecay"
"loss",85,1.1426,1.29399,"group",0.15139,0.132496061613863,"pvldecay"
"decay",85,0.5080575,0.5474205,"group",0.0393629999999999,0.0774774508790834,"pvldecay"
"con",86,0.644462,0.870414,"group",0.225952,0.350605621433071,"pvldecay"
"gain",86,0.6013115,0.8199025,"group",0.218591,0.363523731044558,"pvldecay"
"loss",86,1.03719,1.84252,"group",0.80533,0.776453687366828,"pvldecay"
"decay",86,0.169329,0.7453575,"group",0.5760285,3.40183016494517,"pvldecay"
"con",87,0.8466625,1.210355,"group",0.3636925,0.429560184843429,"pvldecay"
"gain",87,0.264342,0.567368,"group",0.303026,1.14634072527256,"pvldecay"
"loss",87,0.7886355,0.506871,"group",-0.2817645,-0.357281025264523,"pvldecay"
"decay",87,0.4584565,0.504549,"group",0.0460924999999999,0.100538437125441,"pvldecay"
"con",88,1.549465,1.735065,"group",0.1856,0.119783280035367,"pvldecay"
"gain",88,0.414258,0.6641865,"group",0.2499285,0.603316049418478,"pvldecay"
"loss",88,0.583165,0.4892155,"group",-0.0939494999999999,-0.161102775372322,"pvldecay"
"decay",88,0.5502485,0.4099865,"group",-0.140262,-0.254906646724162,"pvldecay"
"con",89,0.709994,0.802723,"group",0.0927290000000001,0.130605329059119,"pvldecay"
"gain",89,0.356741,0.6153565,"group",0.2586155,0.724939101476982,"pvldecay"
"loss",89,0.639478,0.9524605,"group",0.3129825,0.489434351142651,"pvldecay"
"decay",89,0.528478,0.6136585,"group",0.0851805,0.161180787090475,"pvldecay"
"con",90,0.742067,0.8305905,"group",0.0885235,0.119293136603568,"pvldecay"
"gain",90,0.250821,0.390527,"group",0.139706,0.556994828981625,"pvldecay"
"loss",90,0.350342,0.5025365,"group",0.1521945,0.434416941160352,"pvldecay"
"decay",90,0.2757175,0.318204,"group",0.0424865,0.154094317553293,"pvldecay"
"con",91,1.26087,0.9120185,"group",-0.3488515,-0.276675232180954,"pvldecay"
"gain",91,0.4713385,0.39474,"group",-0.0765985,-0.162512716444763,"pvldecay"
"loss",91,1.77407,3.0046,"group",1.23053,0.693619755702988,"pvldecay"
"decay",91,0.227005,0.1359805,"group",-0.0910245,-0.400980154622145,"pvldecay"
"con",92,1.03887,1.15494,"group",0.11607,0.111727165092841,"pvldecay"
"gain",92,0.274933,0.3819385,"group",0.1070055,0.389205733760589,"pvldecay"
"loss",92,1.483405,0.998261,"group",-0.485144,-0.327047569611805,"pvldecay"
"decay",92,0.2781775,0.3229435,"group",0.044766,0.160926027446505,"pvldecay"
"con",93,0.222508,0.5666655,"group",0.3441575,1.5467196685063,"pvldecay"
"gain",93,0.57404,1.08441,"group",0.51037,0.889084384363459,"pvldecay"
"loss",93,3.37419,3.563165,"group",0.188975,0.0560060340407624,"pvldecay"
"decay",93,0.4732925,0.523311,"group",0.0500185000000001,0.10568200425741,"pvldecay"
"con",94,0.3367895,0.758082,"group",0.4212925,1.25090746593941,"pvldecay"
"gain",94,0.801739,1.3847,"group",0.582961,0.727120671440456,"pvldecay"
"loss",94,5.269295,4.07964,"group",-1.189655,-0.225771189504478,"pvldecay"
"decay",94,0.6113685,0.6624855,"group",0.0511170000000001,0.0836107846576984,"pvldecay"
"con",95,0.859224,1.02393,"group",0.164706,0.191691572861093,"pvldecay"
"gain",95,0.1482835,0.384543,"group",0.2362595,1.59329594998769,"pvldecay"
"loss",95,1.749685,0.9680745,"group",-0.7816105,-0.446714980124994,"pvldecay"
"decay",95,0.3387625,0.2784455,"group",-0.060317,-0.17805099442825,"pvldecay"
"con",96,0.500288,0.52863,"group",0.0283419999999999,0.0566513688115643,"pvldecay"
"gain",96,1.20185,1.058295,"group",-0.143555,-0.119445022257353,"pvldecay"
"loss",96,5.59315,1.943085,"group",-3.650065,-0.652595585671759,"pvldecay"
"decay",96,0.711728,0.636911,"group",-0.0748169999999999,-0.105120214463952,"pvldecay"
"con",97,0.9995305,1.375025,"group",0.3754945,0.375670877476975,"pvldecay"
"gain",97,0.333295,0.9973955,"group",0.6641005,1.99253064102372,"pvldecay"
"loss",97,0.270566,0.6508155,"group",0.3802495,1.40538537732014,"pvldecay"
"decay",97,0.6150235,0.4434745,"group",-0.171549,-0.278930805083058,"pvldecay"
"con",98,0.818448,1.199875,"group",0.381427,0.466036938204993,"pvldecay"
"gain",98,0.279744,0.5714795,"group",0.2917355,1.04286597746511,"pvldecay"
"loss",98,1.268535,1.292105,"group",0.0235699999999999,0.0185804885162805,"pvldecay"
"decay",98,0.3793335,0.594302,"group",0.2149685,0.566700541871467,"pvldecay"
"con",99,1.045765,1.1215,"group",0.0757349999999999,0.0724206681233354,"pvldecay"
"gain",99,0.2285175,0.3352865,"group",0.106769,0.467224610806612,"pvldecay"
"loss",99,1.318075,1.18903,"group",-0.129045,-0.0979041405079376,"pvldecay"
"decay",99,0.429427,0.3847335,"group",-0.0446935,-0.104077060827568,"pvldecay"
"con",100,0.68896,1.34773,"group",0.65877,0.95618032977241,"pvldecay"
"gain",100,1.19141,1.300885,"group",0.109475,0.0918869238968955,"pvldecay"
"loss",100,6.98623,5.108135,"group",-1.878095,-0.268828109008721,"pvldecay"
"decay",100,0.666521,0.6957675,"group",0.0292465000000001,0.0438793376352734,"pvldecay"
"con",1,0.9807145,1.01838,"group",0.0376655,0.0384061824312784,"pvlboth"
"gain",1,0.1520555,0.278941,"group",0.1268855,0.834468335574839,"pvlboth"
"loss",1,0.76762,0.7280195,"group",-0.0396004999999999,-0.0515886766889866,"pvlboth"
"update",1,0.4094355,0.490234,"group",0.0807984999999999,0.197341217359022,"pvlboth"
"decay",1,0.589752,0.6559825,"group",0.0662305,0.112302289776041,"pvlboth"
"con",2,0.9521065,1.0144,"group",0.0622935,0.0654270294342072,"pvlboth"
"gain",2,0.1469215,0.1974775,"group",0.050556,0.344102122562048,"pvlboth"
"loss",2,1.307315,0.8523355,"group",-0.4549795,-0.34802591571274,"pvlboth"
"update",2,0.4084875,0.422117,"group",0.0136295,0.0333657700664034,"pvlboth"
"decay",2,0.564283,0.6560665,"group",0.0917834999999999,0.162655086189022,"pvlboth"
"con",3,0.804184,0.932272,"group",0.128088,0.159276981387344,"pvlboth"
"gain",3,0.1740515,0.373172,"group",0.1991205,1.14403208245835,"pvlboth"
"loss",3,0.4568795,0.7230845,"group",0.266205,0.582659103768061,"pvlboth"
"update",3,0.2804135,0.189995,"group",-0.0904185,-0.322447029119497,"pvlboth"
"decay",3,0.2387585,0.1573335,"group",-0.081425,-0.341034978859391,"pvlboth"
"con",4,0.521542,0.6653315,"group",0.1437895,0.275700710585149,"pvlboth"
"gain",4,0.7527235,1.11715,"group",0.3644265,0.484143912073956,"pvlboth"
"loss",4,3.721745,2.644645,"group",-1.0771,-0.289407253855382,"pvlboth"
"update",4,0.3275225,0.558745,"group",0.2312225,0.705974398705433,"pvlboth"
"decay",4,0.395302,0.3570305,"group",-0.0382715,-0.0968158521838998,"pvlboth"
"con",5,0.74941,0.8323395,"group",0.0829295,0.11065971897893,"pvlboth"
"gain",5,0.215167,0.370624,"group",0.155457,0.722494620457598,"pvlboth"
